reviewerID,overall,asin,unixReviewTime
1869,"[3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 3.0]","[3773, 1412, 5147, 504, 2782, 2010, 3012]","[17201.0, 17380.0, 17396.0, 17396.0, 17492.0, 17568.0, 17648.0]"
1870,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0]","[125, 1786, 922, 922, 929, 929, 3399, 1562, 987, 987, 1796]","[16757.0, 16757.0, 16760.0, 16760.0, 16763.0, 16763.0, 16771.0, 16795.0, 16809.0, 16809.0, 16809.0]"
1871,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2913, 1189, 1189, 1694, 1707, 5309, 5392]","[16136.0, 16178.0, 16178.0, 17084.0, 17084.0, 17226.0, 17226.0]"
1872,"[2.0, 5.0, 3.0, 4.0, 3.0, 5.0, 5.0, 3.0, 3.0, 4.0]","[3847, 3103, 3545, 4349, 3020, 4075, 5127, 299, 2603, 5148]","[16483.0, 16717.0, 16754.0, 16997.0, 17009.0, 17158.0, 17230.0, 17232.0, 17337.0, 17401.0]"
1873,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2332, 510, 2710, 3002, 3127, 159, 3308, 2540]","[16956.0, 16956.0, 16956.0, 16956.0, 16956.0, 16956.0, 16956.0, 16956.0]"
1874,"[5.0, 5.0, 2.0, 2.0, 5.0]","[200, 106, 106, 200, 4759]","[16701.0, 16701.0, 16925.0, 16925.0, 17057.0]"
1875,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3308, 3127, 2710, 2540, 3002, 159, 2332, 510]","[16090.0, 16090.0, 16090.0, 16090.0, 16090.0, 16090.0, 16090.0, 16090.0]"
1876,"[5.0, 4.0, 4.0, 4.0, 5.0, 5.0]","[720, 5261, 1088, 1088, 5107, 5178]","[15611.0, 15798.0, 15798.0, 15798.0, 17476.0, 17769.0]"
1877,"[3.0, 4.0, 5.0, 5.0, 2.0, 4.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0]","[1580, 4186, 2980, 3130, 4174, 2852, 4885, 4843, 5145, 5103, 2978, 4130, 4752]","[16100.0, 16385.0, 16470.0, 16540.0, 16568.0, 16592.0, 16707.0, 16731.0, 16864.0, 16873.0, 17002.0, 17347.0, 17660.0]"
1878,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1591, 1590, 3274, 3258, 3436, 3005, 2251]","[16225.0, 16225.0, 16225.0, 16426.0, 16529.0, 17239.0, 17688.0]"
1879,"[2.0, 4.0, 4.0, 5.0, 3.0, 4.0, 4.0, 4.0, 5.0, 1.0, 5.0, 4.0, 4.0]","[1580, 879, 879, 4143, 3255, 4525, 1894, 4843, 5073, 5177, 4608, 839, 5216]","[16212.0, 16377.0, 16377.0, 16390.0, 16470.0, 16635.0, 16728.0, 16766.0, 16915.0, 16945.0, 17243.0, 17345.0, 17742.0]"
1880,"[5.0, 5.0, 5.0, 5.0, 5.0, 2.0]","[1177, 1177, 1747, 1209, 1209, 641]","[17014.0, 17014.0, 17014.0, 17092.0, 17092.0, 17092.0]"
1881,"[5.0, 3.0, 3.0, 3.0, 5.0]","[683, 135, 1058, 1058, 2382]","[15808.0, 17100.0, 17100.0, 17100.0, 17592.0]"
1882,"[2.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[211, 988, 988, 1058, 1058, 135]","[16680.0, 16680.0, 16680.0, 16680.0, 16680.0, 16680.0]"
1883,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2710, 159, 2540, 510, 2332, 3002, 3308, 3127]","[16224.0, 16224.0, 16224.0, 16224.0, 16224.0, 16224.0, 16224.0, 16224.0]"
1884,"[5.0, 3.0, 3.0, 5.0, 3.0]","[89, 1519, 20, 5119, 4168]","[16463.0, 16741.0, 16741.0, 17009.0, 17021.0]"
1885,"[5.0, 5.0, 1.0, 5.0, 5.0, 5.0]","[2500, 307, 5134, 3566, 802, 2303]","[16569.0, 16569.0, 16959.0, 17004.0, 17004.0, 17004.0]"
1886,"[3.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[2297, 3301, 294, 1265, 4680, 3103]","[15721.0, 16240.0, 16551.0, 16652.0, 16665.0, 16720.0]"
1887,"[5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[3935, 4159, 5172, 5341, 1144, 1144, 604]","[16449.0, 16568.0, 16888.0, 17046.0, 17046.0, 17046.0, 17169.0]"
1888,"[2.0, 4.0, 3.0, 3.0, 4.0]","[1544, 504, 1088, 1088, 2500]","[16535.0, 16535.0, 16882.0, 16882.0, 16882.0]"
1889,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1495, 2788, 1930, 2788, 343, 2788]","[16033.0, 16033.0, 16079.0, 16154.0, 16254.0, 16257.0]"
1890,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[159, 510, 2332, 2710, 3002, 3127, 3308, 2540]","[16845.0, 16845.0, 16845.0, 16845.0, 16845.0, 16845.0, 16845.0, 16845.0]"
1891,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2660, 2908, 2148, 2135, 1965]","[16538.0, 17633.0, 17633.0, 17633.0, 17633.0]"
1892,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3308, 3127, 2710, 2540, 2332, 3002, 159, 510]","[16925.0, 16925.0, 16925.0, 16925.0, 16925.0, 16925.0, 16925.0, 16925.0]"
1893,"[2.0, 5.0, 5.0, 5.0, 1.0, 5.0]","[1924, 2251, 1589, 1596, 1542, 675]","[16609.0, 16786.0, 16786.0, 16786.0, 16843.0, 16897.0]"
1894,"[5.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[2466, 2240, 1981, 2234, 578, 3489]","[15830.0, 15830.0, 15904.0, 15992.0, 16070.0, 16456.0]"
1895,"[4.0, 4.0, 3.0, 4.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 3.0, 3.0, 4.0, 3.0]","[2440, 2694, 2869, 107, 3805, 3063, 3927, 4096, 3930, 2175, 4762, 2538, 3238, 5060]","[15301.0, 15929.0, 16210.0, 16230.0, 16257.0, 16257.0, 16383.0, 16400.0, 16462.0, 16476.0, 17278.0, 17350.0, 17709.0, 17724.0]"
1896,"[5.0, 2.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[2683, 7, 1253, 589, 2813, 6, 6]","[16362.0, 16362.0, 16375.0, 16375.0, 16405.0, 16405.0, 16405.0]"
1897,"[5.0, 3.0, 4.0, 5.0, 4.0, 4.0, 5.0, 3.0, 3.0]","[4282, 4079, 839, 3013, 4130, 1746, 3012, 4107, 1858]","[16558.0, 16592.0, 17093.0, 17234.0, 17337.0, 17366.0, 17644.0, 17676.0, 17679.0]"
1898,"[5.0, 5.0, 5.0, 4.0, 4.0]","[774, 992, 992, 291, 1547]","[15324.0, 15726.0, 15726.0, 15726.0, 15726.0]"
1899,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1530, 797, 710, 715, 1076, 1076, 3922, 3861, 3116]","[17179.0, 17179.0, 17338.0, 17338.0, 17338.0, 17338.0, 17338.0, 17338.0, 17338.0]"
1900,"[5.0, 4.0, 5.0, 3.0, 5.0]","[945, 1646, 945, 913, 914]","[16931.0, 16931.0, 16931.0, 16931.0, 16931.0]"
1901,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[957, 957, 3750, 3415, 2948, 4925, 1829, 5370, 5146, 4738, 5198, 840, 3779]","[16117.0, 16117.0, 16419.0, 16629.0, 16705.0, 16803.0, 16827.0, 16990.0, 17148.0, 17163.0, 17228.0, 17237.0, 17302.0]"
1902,"[5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 3.0, 3.0, 5.0, 4.0, 5.0, 4.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 5.0, 3.0]","[2479, 2291, 4385, 4505, 4108, 4466, 4978, 3586, 4917, 2178, 5365, 4949, 3859, 2271, 5353, 4130, 25, 111, 5359, 5358, 3411, 5085, 504, 1529]","[16112.0, 16230.0, 16537.0, 16733.0, 16776.0, 16874.0, 16883.0, 16986.0, 17077.0, 17077.0, 17126.0, 17170.0, 17200.0, 17226.0, 17261.0, 17342.0, 17356.0, 17366.0, 17390.0, 17401.0, 17412.0, 17580.0, 17595.0, 17653.0]"
1903,"[5.0, 5.0, 5.0, 5.0, 5.0]","[156, 1870, 2711, 1841, 155]","[17490.0, 17490.0, 17490.0, 17490.0, 17490.0]"
1904,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[684, 2819, 441, 264, 264, 106, 200]","[15905.0, 16466.0, 16872.0, 16872.0, 16893.0, 17386.0, 17386.0]"
1905,"[3.0, 3.0, 5.0, 5.0, 4.0, 4.0, 3.0, 5.0]","[2788, 1424, 1832, 4865, 2986, 2817, 1388, 721]","[16648.0, 16648.0, 16950.0, 16950.0, 16951.0, 16951.0, 16951.0, 17038.0]"
1906,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[2400, 2116, 294, 2148, 1965, 2148, 1965, 1965, 2149, 2148, 2137, 2148, 1965, 2908, 2120]","[15466.0, 15466.0, 15468.0, 15468.0, 15468.0, 15536.0, 15536.0, 15608.0, 15608.0, 15608.0, 15608.0, 15608.0, 15608.0, 15636.0, 15703.0]"
1907,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4117, 1195, 1195, 1462, 5395, 504, 1194, 1194, 504, 2856, 504, 372]","[16527.0, 16535.0, 16535.0, 16535.0, 17262.0, 17464.0, 17464.0, 17464.0, 17464.0, 17464.0, 17464.0, 17648.0]"
1908,"[2.0, 2.0, 2.0, 2.0, 2.0]","[1213, 1214, 1214, 1214, 1214]","[15083.0, 15083.0, 15083.0, 15083.0, 15083.0]"
1909,"[4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[952, 952, 4871, 5384, 2178, 2814, 4301, 4316]","[16093.0, 16093.0, 16754.0, 17024.0, 17068.0, 17169.0, 17306.0, 17532.0]"
1910,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0]","[2735, 1590, 1589, 2038, 2661, 4090, 2734, 2666, 3274]","[16176.0, 16347.0, 16347.0, 16352.0, 16352.0, 16352.0, 16352.0, 16352.0, 16881.0]"
1911,"[5.0, 5.0, 5.0, 5.0, 5.0]","[916, 916, 919, 919, 269]","[15888.0, 15888.0, 15894.0, 15894.0, 15894.0]"
1912,"[5.0, 5.0, 5.0, 5.0, 5.0]","[18, 18, 610, 610, 1275]","[16981.0, 16981.0, 16981.0, 16981.0, 16981.0]"
1913,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2234, 977, 977, 3106, 4917]","[17018.0, 17018.0, 17018.0, 17116.0, 17705.0]"
1914,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1852, 1177, 1177, 2736, 687, 3812]","[17304.0, 17393.0, 17393.0, 17393.0, 17556.0, 17672.0]"
1915,"[5.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[1914, 532, 482, 1302, 3288, 4346]","[14946.0, 15695.0, 16116.0, 16288.0, 16615.0, 16615.0]"
1916,"[2.0, 5.0, 3.0, 5.0, 4.0]","[3192, 2757, 2291, 4482, 5299]","[15885.0, 16058.0, 16237.0, 16960.0, 17123.0]"
1917,"[5.0, 5.0, 5.0, 5.0, 3.0, 2.0]","[2298, 1634, 1754, 1008, 2816, 4490]","[15740.0, 15828.0, 15828.0, 15828.0, 16486.0, 17022.0]"
1918,"[2.0, 3.0, 3.0, 4.0, 4.0]","[1344, 18, 610, 1069, 1069]","[16989.0, 16989.0, 16989.0, 16989.0, 16989.0]"
1919,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3308, 510, 2332, 159, 2540, 2710, 3002, 3127]","[16308.0, 16308.0, 16308.0, 16308.0, 16308.0, 16308.0, 16308.0, 16308.0]"
1920,"[5.0, 5.0, 5.0, 5.0, 2.0]","[914, 2910, 914, 1944, 57]","[16346.0, 16346.0, 16346.0, 16413.0, 17098.0]"
1921,"[5.0, 4.0, 4.0, 4.0, 3.0]","[3473, 1685, 3422, 3444, 3504]","[16814.0, 16821.0, 16821.0, 16821.0, 16839.0]"
1922,"[5.0, 5.0, 5.0, 5.0, 3.0]","[1031, 1031, 1031, 1031, 1429]","[15899.0, 15899.0, 16054.0, 16054.0, 16576.0]"
1923,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2148, 2148, 1965, 1965, 1965, 2148, 5050]","[16258.0, 16258.0, 16258.0, 16258.0, 16258.0, 16258.0, 16916.0]"
1924,"[4.0, 2.0, 2.0, 1.0, 4.0]","[881, 949, 949, 2514, 4787]","[16843.0, 17464.0, 17464.0, 17526.0, 17526.0]"
1925,"[4.0, 5.0, 4.0, 5.0, 5.0]","[1171, 1100, 1171, 3417, 1100]","[16322.0, 16322.0, 16322.0, 16322.0, 16322.0]"
1926,"[5.0, 3.0, 5.0, 5.0, 5.0]","[792, 1746, 2661, 3052, 3049]","[16233.0, 16233.0, 16233.0, 16233.0, 16233.0]"
1927,"[5.0, 5.0, 4.0, 4.0, 5.0]","[185, 185, 957, 957, 4282]","[14022.0, 14083.0, 16121.0, 16121.0, 16563.0]"
1928,"[4.0, 1.0, 4.0, 4.0, 4.0, 2.0, 4.0, 4.0, 2.0, 1.0, 2.0]","[303, 3914, 3931, 3415, 3490, 3934, 5164, 5365, 2906, 4532, 2627]","[16186.0, 16382.0, 16446.0, 16633.0, 16733.0, 16823.0, 16999.0, 17187.0, 17197.0, 17272.0, 17279.0]"
1929,"[3.0, 5.0, 5.0, 5.0, 2.0]","[3045, 1923, 1943, 496, 3737]","[16117.0, 16142.0, 16148.0, 16349.0, 16349.0]"
1930,"[4.0, 4.0, 4.0, 4.0, 4.0]","[4987, 5263, 5309, 5304, 5296]","[17340.0, 17340.0, 17340.0, 17340.0, 17340.0]"
1931,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1275, 156, 156, 155, 1275, 155, 157, 4684, 23]","[16527.0, 16539.0, 16539.0, 16539.0, 16539.0, 16539.0, 16575.0, 16958.0, 16958.0]"
1932,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1108, 1108, 641, 1150, 1150, 1100, 1100, 1209, 1209, 3296, 2384]","[15764.0, 15764.0, 15780.0, 15780.0, 15780.0, 15780.0, 15780.0, 15850.0, 15850.0, 16446.0, 16446.0]"
1933,"[4.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[3662, 685, 1835, 1177, 1177, 687]","[17141.0, 17141.0, 17141.0, 17141.0, 17141.0, 17141.0]"
1934,"[5.0, 3.0, 5.0, 5.0, 5.0]","[1053, 1049, 363, 1024, 2190]","[15747.0, 15747.0, 15747.0, 15747.0, 15747.0]"
1935,"[5.0, 5.0, 5.0, 3.0, 5.0, 4.0]","[1260, 1209, 1209, 687, 1706, 1826]","[15921.0, 16246.0, 16246.0, 16246.0, 16246.0, 16246.0]"
1936,"[5.0, 5.0, 5.0, 5.0, 5.0]","[919, 269, 916, 919, 916]","[15917.0, 15917.0, 15917.0, 15917.0, 15917.0]"
1937,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[88, 2852, 528, 528, 153, 1391, 153, 153, 660, 2479, 2576, 821, 2483, 1209, 1209, 4487, 1562, 5275]","[13335.0, 13398.0, 13398.0, 13509.0, 13534.0, 14024.0, 14029.0, 14239.0, 15905.0, 16108.0, 16352.0, 16640.0, 16665.0, 16744.0, 16744.0, 16804.0, 17347.0, 17679.0]"
1938,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4210, 3548, 3727, 4138, 2547, 5268]","[16357.0, 16357.0, 16357.0, 16358.0, 17556.0, 17744.0]"
1939,"[4.0, 4.0, 5.0, 5.0, 5.0, 2.0]","[301, 1633, 939, 939, 967, 4411]","[15819.0, 15819.0, 15882.0, 15882.0, 16028.0, 17596.0]"
1940,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1120, 812, 812, 1120, 970, 970]","[16328.0, 16328.0, 16328.0, 16328.0, 16328.0, 16328.0]"
1941,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3848, 351, 4816, 610, 18]","[17184.0, 17184.0, 17267.0, 17290.0, 17290.0]"
1942,"[2.0, 5.0, 3.0, 3.0, 3.0]","[485, 5283, 1174, 1174, 4945]","[13953.0, 17076.0, 17076.0, 17076.0, 17311.0]"
1943,"[5.0, 4.0, 4.0, 5.0, 5.0]","[21, 156, 155, 18, 610]","[17010.0, 17303.0, 17303.0, 17328.0, 17328.0]"
1944,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3308, 3127, 3002, 159, 510, 2332, 2540, 2710]","[17274.0, 17274.0, 17274.0, 17274.0, 17274.0, 17274.0, 17274.0, 17274.0]"
1945,"[5.0, 5.0, 5.0, 5.0, 3.0]","[3417, 541, 3006, 3242, 2234]","[16272.0, 16377.0, 16416.0, 16435.0, 17355.0]"
1946,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[159, 510, 3127, 3308, 3002, 2710, 2540, 2332]","[17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0]"
1947,"[5.0, 5.0, 5.0, 3.0, 5.0, 5.0]","[1753, 3211, 3214, 3213, 3118, 1590]","[16960.0, 16960.0, 17219.0, 17240.0, 17240.0, 17280.0]"
1948,"[1.0, 5.0, 3.0, 5.0, 5.0, 5.0, 3.0, 4.0, 3.0, 4.0, 4.0, 5.0]","[1782, 3932, 4038, 3527, 985, 985, 1893, 4925, 5278, 4543, 3779, 3800]","[15222.0, 16378.0, 16415.0, 16729.0, 16729.0, 16729.0, 16757.0, 16791.0, 17093.0, 17252.0, 17275.0, 17507.0]"
1949,"[4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 4.0, 1.0]","[1926, 3412, 3007, 3932, 882, 882, 3762, 3707, 3500, 4466, 551]","[16110.0, 16238.0, 16245.0, 16376.0, 16378.0, 16378.0, 16725.0, 16753.0, 16849.0, 16871.0, 17667.0]"
1950,"[5.0, 3.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[2278, 4435, 3475, 2770, 4258, 4919, 5307, 5065, 3773, 25, 25, 3568]","[16140.0, 16608.0, 16688.0, 16878.0, 17113.0, 17122.0, 17134.0, 17147.0, 17238.0, 17356.0, 17357.0, 17607.0]"
1951,"[5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0]","[3069, 3832, 698, 2148, 1965, 1965, 2148, 3836, 289, 3532]","[15348.0, 16189.0, 16201.0, 16240.0, 16240.0, 16247.0, 16247.0, 16252.0, 16275.0, 16297.0]"
1952,"[5.0, 5.0, 4.0, 5.0, 5.0]","[2583, 3552, 4820, 3874, 2234]","[16590.0, 16590.0, 17046.0, 17313.0, 17313.0]"
1953,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1084, 1084, 3874, 3596, 683]","[16372.0, 16372.0, 16372.0, 16611.0, 16611.0]"
1954,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[2125, 679, 2612, 4313, 4973, 4312]","[16341.0, 16631.0, 16871.0, 16871.0, 16871.0, 16871.0]"
1955,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[2292, 952, 952, 3007, 3880, 721, 1623, 1780]","[15874.0, 16120.0, 16120.0, 16263.0, 16728.0, 16749.0, 16989.0, 17170.0]"
1956,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[1088, 1088, 5261, 1929, 19, 646]","[15178.0, 15178.0, 15178.0, 15645.0, 15998.0, 16014.0]"
1957,"[4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 5.0, 4.0, 4.0]","[675, 3418, 2969, 4114, 1706, 1707, 4403, 4756, 577]","[16486.0, 16692.0, 16762.0, 16782.0, 16782.0, 16782.0, 16782.0, 16795.0, 16816.0]"
1958,"[5.0, 4.0, 5.0, 4.0, 2.0]","[595, 594, 2386, 482, 838]","[15709.0, 15862.0, 16525.0, 17102.0, 17183.0]"
1959,"[5.0, 4.0, 4.0, 5.0, 4.0]","[4074, 5173, 3651, 25, 4130]","[17146.0, 17204.0, 17342.0, 17344.0, 17352.0]"
1960,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0]","[1119, 1119, 3565, 2900, 3112, 50, 52, 54, 1747]","[16834.0, 16834.0, 16865.0, 16932.0, 17021.0, 17173.0, 17188.0, 17188.0, 17188.0]"
1961,"[4.0, 2.0, 5.0, 4.0, 3.0]","[1621, 4058, 2969, 4084, 5230]","[16479.0, 16489.0, 16489.0, 16680.0, 16962.0]"
1962,"[4.0, 2.0, 5.0, 5.0, 5.0]","[2251, 1603, 5099, 2256, 4446]","[16773.0, 17202.0, 17447.0, 17621.0, 17682.0]"
1963,"[5.0, 5.0, 5.0, 5.0, 4.0, 4.0]","[1784, 346, 889, 889, 1016, 1016]","[16375.0, 16375.0, 16375.0, 16375.0, 16375.0, 16375.0]"
1964,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[159, 510, 2332, 2540, 2710, 3002, 3127, 3308]","[16005.0, 16005.0, 16005.0, 16005.0, 16005.0, 16005.0, 16005.0, 16005.0]"
1965,"[1.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.0]","[2643, 4044, 4977, 4755, 2755, 4132, 2801]","[16074.0, 16412.0, 16887.0, 16991.0, 17056.0, 17337.0, 17581.0]"
1966,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0]","[1519, 20, 21, 18, 610, 156, 155, 4533]","[17218.0, 17218.0, 17230.0, 17232.0, 17232.0, 17250.0, 17250.0, 17283.0]"
1967,"[5.0, 5.0, 4.0, 2.0, 3.0, 5.0, 3.0, 3.0, 5.0, 5.0, 4.0]","[1064, 1064, 205, 958, 3302, 3815, 4519, 1438, 5257, 5236, 4677]","[15931.0, 15931.0, 16110.0, 16147.0, 16205.0, 16240.0, 16657.0, 16798.0, 16977.0, 17220.0, 17368.0]"
1968,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1117, 891, 1411, 891, 890]","[16946.0, 16946.0, 16946.0, 16946.0, 16946.0]"
1969,"[5.0, 4.0, 4.0, 5.0, 3.0]","[2521, 957, 957, 5150, 3623]","[15954.0, 16149.0, 16149.0, 16957.0, 17300.0]"
1970,"[5.0, 5.0, 5.0, 5.0, 5.0]","[968, 237, 970, 968, 970]","[15840.0, 15840.0, 15840.0, 15840.0, 15840.0]"
1971,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3477, 425, 351, 3848, 699]","[16820.0, 16861.0, 16970.0, 16970.0, 17367.0]"
1972,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[4209, 4484, 5001, 2795, 3157, 3158]","[16948.0, 16948.0, 17372.0, 17372.0, 17372.0, 17372.0]"
1973,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1972, 3086, 314, 3087, 1973]","[16336.0, 16469.0, 16520.0, 16622.0, 16638.0]"
1974,"[5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 3.0, 5.0, 2.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[2729, 2643, 2103, 2575, 1510, 721, 25, 4132, 4130, 3651, 3651, 4867, 4620, 3389, 1517]","[16091.0, 16091.0, 16390.0, 16423.0, 17278.0, 17291.0, 17332.0, 17334.0, 17334.0, 17340.0, 17343.0, 17377.0, 17392.0, 17505.0, 17505.0]"
1975,"[5.0, 5.0, 4.0, 3.0, 3.0, 5.0, 4.0]","[319, 603, 2492, 222, 578, 3830, 1382]","[16196.0, 16230.0, 16242.0, 16292.0, 16375.0, 16400.0, 16552.0]"
1976,"[1.0, 5.0, 3.0, 2.0, 3.0, 1.0, 3.0, 1.0, 1.0]","[2840, 651, 953, 1391, 953, 4610, 1600, 2555, 3338]","[16980.0, 16980.0, 16980.0, 16980.0, 16980.0, 17199.0, 17199.0, 17199.0, 17199.0]"
1977,"[2.0, 2.0, 4.0, 1.0, 1.0]","[2520, 2173, 2411, 3560, 4544]","[16340.0, 16355.0, 17167.0, 17227.0, 17227.0]"
1978,"[4.0, 5.0, 4.0, 4.0, 5.0, 2.0, 3.0]","[2415, 3933, 4436, 352, 4476, 4453, 4751]","[16400.0, 16475.0, 16575.0, 16699.0, 16740.0, 16871.0, 17003.0]"
1979,"[5.0, 5.0, 5.0, 3.0, 5.0]","[416, 3849, 3360, 2626, 1551]","[15927.0, 16758.0, 16758.0, 16758.0, 17329.0]"
1980,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1024, 553, 552, 3101, 3417]","[15896.0, 16390.0, 16390.0, 16567.0, 16567.0]"
1981,"[3.0, 5.0, 5.0, 2.0, 5.0]","[2102, 1115, 1115, 1016, 790]","[16206.0, 16784.0, 16784.0, 17290.0, 17290.0]"
1982,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3002, 510, 3308, 2332, 3127, 159, 2540, 2710]","[16050.0, 16050.0, 16050.0, 16050.0, 16050.0, 16050.0, 16050.0, 16050.0]"
1983,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2540, 510, 159, 2332, 2710, 3308, 3002]","[15841.0, 15841.0, 15841.0, 15841.0, 15841.0, 15841.0, 15841.0]"
1984,"[4.0, 3.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[5347, 108, 2538, 4904, 5017, 504, 4130, 4130, 4130, 25, 4130, 3651, 3530]","[17230.0, 17313.0, 17341.0, 17383.0, 17402.0, 17402.0, 17452.0, 17452.0, 17452.0, 17452.0, 17457.0, 17494.0, 17604.0]"
1985,"[3.0, 3.0, 3.0, 3.0, 5.0]","[486, 1198, 1198, 1272, 2901]","[16297.0, 16297.0, 16297.0, 16300.0, 16925.0]"
1986,"[4.0, 4.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 3.0, 3.0, 2.0, 5.0]","[1198, 1198, 486, 3166, 1709, 1025, 2755, 2475, 3376, 61, 62, 737, 3552]","[15272.0, 15272.0, 15272.0, 16048.0, 16185.0, 16326.0, 16327.0, 16573.0, 16574.0, 16741.0, 16741.0, 17503.0, 17654.0]"
1987,"[4.0, 4.0, 5.0, 5.0, 2.0, 4.0, 4.0]","[643, 1957, 1756, 3407, 4829, 2251, 5208]","[16560.0, 16569.0, 16762.0, 16762.0, 16762.0, 17215.0, 17719.0]"
1988,"[5.0, 5.0, 5.0, 5.0, 5.0]","[4849, 156, 155, 2530, 313]","[16984.0, 16984.0, 16984.0, 16984.0, 16984.0]"
1989,"[5.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[3608, 2359, 2509, 289, 1907, 1275]","[16534.0, 16534.0, 16534.0, 16540.0, 16711.0, 16773.0]"
