,reviewerID,overall,asin,unixReviewTime
693,694,"[4.0, 5.0, 3.0, 3.0, 4.0]","[97, 143, 858, 858, 513]","[3775.0, 3775.001, 3775.002, 3775.003, 3775.004]"
694,695,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[1965, 2148, 2148, 2148, 1965, 1965, 1835, 3951, 574]","[4233.0, 4233.001, 4233.002, 4233.003, 4233.004, 4233.005, 4233.006, 4834.0, 4914.0]"
695,696,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[3634, 3926, 4174, 604, 3875, 2010]","[3782.0, 3785.0, 3971.0, 4574.0, 4779.0, 5043.0]"
696,697,"[5.0, 5.0, 3.0, 5.0, 3.0, 3.0, 2.0]","[4546, 4547, 1596, 1668, 5331, 2288, 1745]","[4873.0, 4873.001, 5050.0, 5050.001, 5050.002, 5050.003, 5050.004]"
697,698,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3308, 159, 510, 2710, 3002, 2332, 3127, 2540]","[4287.0, 4287.001, 4287.002, 4287.003, 4287.004, 4287.005, 4287.006, 4287.007]"
698,699,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[159, 510, 2332, 3308, 3127, 2710, 2540, 3002]","[3505.0, 3505.001, 3505.002, 3505.003, 3505.004, 3505.005, 3505.006, 3505.007]"
699,700,"[4.0, 4.0, 3.0, 5.0, 4.0, 3.0, 4.0]","[80, 3803, 3914, 2836, 3708, 4508, 4968]","[3498.0, 3596.0, 3783.0, 3825.0, 4154.0, 4165.0, 4376.0]"
700,701,"[5.0, 4.0, 5.0, 5.0, 1.0, 4.0]","[285, 1253, 580, 7, 2297, 2452]","[2349.0, 2349.001, 2349.002, 2349.003, 2521.0, 2770.0]"
701,702,"[5.0, 5.0, 5.0, 5.0, 3.0]","[2435, 1058, 135, 1058, 99]","[4025.0, 4834.0, 4834.001, 4834.002, 4834.003]"
702,703,"[3.0, 5.0, 3.0, 2.0, 5.0]","[4873, 802, 591, 2374, 4937]","[4634.0, 4634.001, 4634.002, 4821.0, 4882.0]"
703,704,"[5.0, 5.0, 5.0, 5.0, 5.0]","[643, 1028, 1166, 1209, 1209]","[4991.0, 4991.001, 4991.002, 4991.003, 4991.004]"
704,705,"[4.0, 4.0, 4.0, 4.0, 4.0]","[1090, 1090, 885, 885, 1327]","[4698.0, 4698.001, 4720.0, 4720.001, 4778.0]"
705,706,"[5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 3.0, 3.0, 4.0, 3.0]","[1030, 1030, 283, 495, 500, 38, 2708, 3501, 1448, 746]","[3656.0, 3656.001, 3656.002, 3656.003, 3656.004, 3656.005, 3656.006, 3656.007, 3656.008, 4143.0]"
706,707,"[5.0, 4.0, 4.0, 3.0, 2.0, 3.0, 1.0, 1.0, 1.0]","[670, 824, 2429, 2576, 699, 3872, 1198, 1198, 486]","[2986.0, 3582.0, 3585.0, 3585.001, 3585.002, 3720.0, 4406.0, 4406.001, 4406.002]"
707,708,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2148, 1965, 1965, 2148, 1425, 2788]","[3482.0, 3482.001, 3484.0, 3484.001, 3828.0, 3828.001]"
708,709,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[159, 2540, 3002, 2710, 3127, 3308, 2332, 510]","[3788.0, 3788.001, 3788.002, 3788.003, 3788.004, 3788.005, 3788.006, 3788.007]"
709,710,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0]","[138, 138, 2241, 758, 2267, 4109, 2615, 5149, 644, 3565, 1544, 3875, 4130, 4132, 5041, 3651, 1746, 3881, 5148, 5375]","[2423.0, 2423.001, 3874.0, 3884.0, 3995.0, 4266.0, 4301.0, 4604.0, 5070.0, 5072.0, 5072.001, 5073.0, 5073.001, 5073.002, 5073.003, 5073.004, 5073.005, 5074.0, 5074.001, 5074.002]"
710,711,"[5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0]","[24, 1438, 523, 1438, 3943, 3802, 4992]","[3094.0, 3595.0, 3595.001, 3628.0, 3703.0, 3768.0, 4252.0]"
711,712,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1058, 1058, 135, 1058, 135, 1058, 4590]","[3437.0, 3437.001, 3437.002, 3799.0, 3799.001, 3799.002, 4569.0]"
712,713,"[3.0, 5.0, 4.0, 3.0, 1.0]","[2683, 1715, 19, 2806, 1237]","[3224.0, 3916.0, 4023.0, 4387.0, 4417.0]"
713,714,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[686, 1209, 1209, 1143, 1143, 1177, 1177]","[4902.0, 4902.001, 4902.002, 4902.003, 4902.004, 4902.005, 4902.006]"
714,715,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1965, 2148, 5192, 2148, 1965, 1965, 2148]","[4422.0, 4422.001, 4422.002, 4422.003, 4422.004, 4422.005, 4422.006]"
715,716,"[3.0, 3.0, 4.0, 4.0, 5.0, 4.0, 2.0, 3.0, 4.0]","[2939, 303, 4627, 2676, 1838, 3466, 4917, 25, 3012]","[3609.0, 3609.001, 4165.0, 4215.0, 4301.0, 4425.0, 4508.0, 4773.0, 5037.0]"
716,717,"[5.0, 5.0, 4.0, 5.0, 5.0]","[663, 1205, 3478, 3320, 2806]","[4133.0, 4133.001, 4179.0, 4179.001, 4179.002]"
717,718,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[159, 510, 2332, 2710, 3002, 3127, 3308, 2540]","[4431.0, 4431.001, 4431.002, 4431.003, 4431.004, 4431.005, 4431.006, 4431.007]"
718,719,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[4588, 162, 4550, 2610, 4574, 1512, 4444]","[4328.0, 4328.001, 4402.0, 4495.0, 4543.0, 4915.0, 5039.0]"
719,720,"[4.0, 5.0, 5.0, 4.0, 5.0, 4.0]","[210, 100, 545, 4081, 2936, 2751]","[3622.0, 4215.0, 4266.0, 4311.0, 4311.001, 4775.0]"
720,721,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[710, 1723, 1722, 4109, 1314, 1333, 4108, 1829]","[3993.0, 3993.001, 4237.0, 4237.001, 4237.002, 4307.0, 4698.0, 4741.0]"
721,722,"[5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 2.0]","[2148, 1965, 1965, 2148, 1722, 2148, 1965]","[2693.0, 2693.001, 2693.002, 2693.003, 2764.0, 3929.0, 3929.001]"
722,723,"[4.0, 3.0, 3.0, 5.0, 4.0]","[2267, 988, 988, 1368, 2266]","[2841.0, 3203.0, 3203.001, 3203.002, 3811.0]"
723,724,"[5.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0]","[222, 510, 159, 2332, 2540, 2710, 3308, 3127, 3002, 4824]","[3252.0, 3653.0, 3653.001, 3653.002, 3653.003, 3653.004, 3653.005, 3653.006, 3653.007, 4101.0]"
724,725,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1088, 1088, 3002, 2710, 2540, 2332, 510, 159, 3308, 3127, 3127, 2710, 3308, 3002, 2540, 2332, 159, 510]","[3205.0, 3205.001, 3261.0, 3261.001, 3261.002, 3261.003, 3261.004, 3261.005, 3261.006, 3261.007, 3416.0, 3416.001, 3416.002, 3416.003, 3416.004, 3416.005, 3416.006, 3416.007]"
725,726,"[5.0, 3.0, 5.0, 5.0, 1.0, 3.0]","[2333, 4088, 3277, 4763, 1755, 5354]","[3013.0, 4296.0, 4296.001, 4296.002, 4548.0, 4770.0]"
726,727,"[3.0, 3.0, 3.0, 4.0, 5.0, 5.0]","[5199, 3278, 3166, 1074, 531, 3773]","[4580.0, 4580.001, 4580.002, 4580.003, 4664.0, 4664.001]"
727,728,"[4.0, 5.0, 5.0, 5.0, 5.0]","[2133, 1530, 797, 3157, 3044]","[5068.0, 5068.001, 5068.002, 5068.003, 5068.004]"
728,729,"[5.0, 5.0, 1.0, 1.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[578, 1725, 1826, 3417, 3842, 1302, 2377, 2932, 871, 871, 2409]","[3003.0, 3596.0, 3729.0, 3912.0, 3933.0, 3941.0, 3941.001, 4058.0, 4058.001, 4058.002, 4535.0]"
729,730,"[4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0]","[1319, 1119, 1119, 1119, 1119, 1119, 1119, 878, 878, 1071, 1071]","[2498.0, 2899.0, 2899.001, 2899.002, 2899.003, 3032.0, 3032.001, 3152.0, 3152.001, 3158.0, 3158.001]"
730,731,"[5.0, 4.0, 5.0, 3.0, 5.0, 5.0]","[4680, 4501, 2533, 2375, 5013, 603]","[4018.0, 4179.0, 4280.0, 4369.0, 4445.0, 4562.0]"
731,732,"[5.0, 4.0, 4.0, 4.0, 4.0]","[180, 610, 18, 18, 610]","[4337.0, 4337.001, 4337.002, 4372.0, 4372.001]"
732,733,"[4.0, 5.0, 5.0, 5.0, 4.0, 4.0]","[4574, 3015, 177, 232, 1131, 1131]","[3471.0, 3512.0, 3512.001, 3740.0, 4212.0, 4212.001]"
733,734,"[5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[4002, 1356, 5369, 3469, 3859, 721, 5359, 1363, 1517, 5219]","[3880.0, 3987.0, 4389.0, 4593.0, 4637.0, 4781.0, 4792.0, 4881.0, 4912.0, 5159.0]"
734,735,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[157, 2704, 2807, 710, 241, 4510]","[3853.0, 4092.0, 4092.001, 4092.002, 4171.0, 4291.0]"
735,736,"[4.0, 4.0, 5.0, 5.0, 5.0]","[2788, 645, 1714, 2704, 410]","[4083.0, 4196.0, 4196.001, 4196.002, 4280.0]"
736,737,"[5.0, 5.0, 2.0, 5.0, 3.0, 4.0, 4.0, 2.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0]","[2535, 3747, 114, 2606, 215, 4047, 3944, 3932, 2255, 4557, 4428, 4560, 4370, 1893, 2983, 4075, 5194, 4130]","[3033.0, 3250.0, 3250.001, 3541.0, 3610.0, 3671.0, 3760.0, 3779.0, 3849.0, 4031.0, 4033.0, 4034.0, 4132.0, 4161.0, 4228.0, 4551.0, 4741.0, 4747.0]"
737,738,"[5.0, 5.0, 5.0, 5.0, 5.0]","[981, 981, 868, 868, 360]","[4197.0, 4197.001, 4197.002, 4197.003, 4197.004]"
738,739,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[721, 4127, 1918, 4466, 5074, 3838]","[4140.0, 4140.001, 4168.0, 4287.0, 4299.0, 4397.0]"
739,740,"[5.0, 5.0, 2.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 1.0, 5.0]","[1048, 762, 355, 1048, 293, 2784, 4182, 4798, 4954, 2971, 5058, 5111, 2803, 5247]","[3766.0, 3766.001, 3766.002, 3766.003, 3773.0, 3854.0, 4040.0, 4073.0, 4219.0, 4291.0, 4321.0, 4423.0, 4539.0, 4591.0]"
740,741,"[4.0, 5.0, 3.0, 3.0, 4.0, 4.0, 5.0, 4.0]","[2280, 2643, 2278, 3544, 882, 882, 2575, 4723]","[3340.0, 3478.0, 3555.0, 3557.0, 3783.0, 3783.001, 3824.0, 4066.0]"
741,742,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2661, 1084, 1084, 1260, 1084, 1084]","[3334.0, 3366.0, 3366.001, 3366.002, 3511.0, 3511.001]"
742,743,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2445, 2073, 1466, 342, 1009]","[3971.0, 3971.001, 3971.002, 3971.003, 4756.0]"
743,744,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2710, 159, 2540, 510, 2332, 3127, 3002, 3308]","[3314.0, 3314.001, 3314.002, 3314.003, 3314.004, 3314.005, 3314.006, 3314.007]"
744,745,"[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[1625, 3308, 159, 2540, 510, 2710, 3002, 3127, 2332]","[2749.0, 3811.0, 3811.001, 3811.002, 3811.003, 3811.004, 3811.005, 3811.006, 3811.007]"
745,746,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[932, 1090, 1090, 932, 885, 885]","[4101.0, 4101.001, 4101.002, 4101.003, 4101.004, 4101.005]"
746,747,"[5.0, 5.0, 5.0, 5.0, 5.0]","[155, 156, 156, 155, 4736]","[4119.0, 4119.001, 4119.002, 4119.003, 4119.004]"
747,748,"[1.0, 2.0, 5.0, 2.0, 2.0]","[1651, 1821, 1818, 3390, 3707]","[2642.0, 3265.0, 3265.001, 3535.0, 4887.0]"
748,749,"[3.0, 5.0, 4.0, 4.0, 3.0]","[2892, 4723, 3561, 4738, 5085]","[4002.0, 4055.0, 4325.0, 4573.0, 4988.0]"
749,750,"[5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0]","[3909, 5231, 1707, 4605, 4978, 3469, 4677, 2906]","[3656.0, 4078.0, 4162.0, 4325.0, 4440.0, 4984.0, 4984.001, 4984.002]"
750,751,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1594, 1593, 1593, 3882, 3882]","[4174.0, 4174.001, 4174.002, 4174.003, 4174.004]"
751,752,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3395, 3398, 1380, 2916, 3316, 4649]","[4703.0, 4703.001, 4703.002, 4703.003, 4703.004, 4703.005]"
752,753,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1197, 1197, 1150, 1150, 4466, 1382, 5182]","[4413.0, 4413.001, 4413.002, 4413.003, 4413.004, 4442.0, 4583.0]"
753,754,"[5.0, 5.0, 3.0, 4.0, 4.0, 5.0]","[1260, 2117, 4249, 265, 1682, 1681]","[4089.0, 4099.0, 4111.0, 4140.0, 4140.001, 4309.0]"
754,755,"[1.0, 1.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 2.0, 2.0, 1.0, 3.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 2.0, 2.0]","[251, 526, 879, 879, 2789, 238, 4880, 4254, 4919, 5173, 5347, 4944, 3875, 25, 4130, 4129, 721, 5358, 4867, 272]","[1701.0, 1701.001, 3779.0, 3779.001, 3951.0, 3956.0, 4113.0, 4270.0, 4528.0, 4605.0, 4612.0, 4636.0, 4741.0, 4742.0, 4745.0, 4745.001, 4780.0, 4788.0, 4789.0, 5072.0]"
755,756,"[3.0, 3.0, 4.0, 5.0, 2.0, 3.0, 4.0]","[3381, 4336, 4511, 3283, 5297, 5321, 5354]","[3733.0, 3875.0, 3969.0, 4137.0, 4461.0, 4474.0, 4678.0]"
756,757,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[135, 1058, 1058, 135, 1058, 1058]","[2142.0, 2142.001, 2142.002, 2207.0, 2207.001, 2207.002]"
757,758,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1122, 1122, 815, 1122, 1122]","[3509.0, 3509.001, 3731.0, 3826.0, 3826.001]"
758,759,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1391, 1996, 720, 492, 2514, 1894]","[4534.0, 4534.001, 4660.0, 4944.0, 4967.0, 5049.0]"
759,760,"[5.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[349, 2173, 2787, 3724, 4429, 197]","[4093.0, 4093.001, 4093.002, 4093.003, 4093.004, 4093.005]"
760,761,"[2.0, 5.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1567, 1747, 1793, 914, 914, 945, 945, 3747, 699, 3225, 3225]","[3112.0, 3335.0, 3447.0, 3639.0, 3639.001, 3643.0, 3643.001, 3654.0, 4230.0, 4451.0, 4451.001]"
761,762,"[2.0, 3.0, 1.0, 5.0, 2.0, 1.0, 1.0, 1.0]","[1314, 101, 1867, 563, 1338, 2475, 4677, 4364]","[3500.0, 3632.0, 3722.0, 3722.001, 3820.0, 4359.0, 4950.0, 4950.001]"
762,763,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1062, 2865, 2786, 374, 367, 110]","[4888.0, 4888.001, 4888.002, 4888.003, 4888.004, 4997.0]"
763,764,"[5.0, 4.0, 4.0, 4.0, 5.0, 5.0]","[3007, 2866, 3255, 4526, 2843, 5194]","[3635.0, 3778.0, 3903.0, 4054.0, 4561.0, 5157.0]"
764,765,"[4.0, 4.0, 4.0, 3.0, 3.0]","[486, 1198, 1198, 25, 1852]","[4042.0, 4042.001, 4042.002, 4234.0, 4350.0]"
765,766,"[5.0, 5.0, 5.0, 5.0, 4.0]","[1711, 1078, 1078, 25, 111]","[4123.0, 4123.001, 4123.002, 4123.003, 4123.004]"
766,767,"[5.0, 5.0, 5.0, 5.0, 2.0]","[3899, 165, 1940, 1672, 857]","[4236.0, 4236.001, 4236.002, 4253.0, 4417.0]"
767,768,"[2.0, 2.0, 4.0, 4.0, 5.0]","[1047, 1047, 2920, 27, 4620]","[3034.0, 3034.001, 4822.0, 4925.0, 4925.001]"
768,769,"[5.0, 1.0, 5.0, 5.0, 5.0, 5.0]","[4060, 2715, 1596, 4313, 4388, 4312]","[4201.0, 4593.0, 4593.001, 4913.0, 4913.001, 4913.002]"
769,770,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1074, 531, 1040, 1040, 1074]","[3960.0, 3960.001, 3960.002, 3960.003, 3960.004]"
770,771,"[4.0, 5.0, 4.0, 4.0, 3.0, 3.0, 3.0]","[4170, 3705, 1209, 1209, 5036, 1111, 1111]","[3974.0, 4113.0, 4458.0, 4458.001, 4462.0, 4474.0, 4474.001]"
771,772,"[5.0, 5.0, 5.0, 5.0, 5.0]","[83, 664, 204, 189, 70]","[3834.0, 3834.001, 3834.002, 3834.003, 3834.004]"
772,773,"[4.0, 5.0, 4.0, 3.0, 3.0]","[3796, 3471, 3860, 5154, 1661]","[3642.0, 4593.0, 4594.0, 4645.0, 4677.0]"
773,774,"[5.0, 4.0, 5.0, 5.0, 5.0]","[1728, 310, 294, 2730, 316]","[3823.0, 3978.0, 3978.001, 4143.0, 4293.0]"
774,775,"[3.0, 3.0, 3.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0]","[616, 1088, 1088, 2511, 699, 24, 3002, 2332, 510, 2710, 2540, 3127, 3308, 159, 680, 774, 1237, 1325]","[2650.0, 2682.0, 2682.001, 2708.0, 2807.0, 2807.001, 3308.0, 3308.001, 3308.002, 3308.003, 3308.004, 3308.005, 3308.006, 3308.007, 3758.0, 4013.0, 4029.0, 5015.0]"
775,776,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2097, 2329, 1556, 36, 3052, 3049, 3399, 1325]","[3399.0, 3399.001, 3484.0, 3578.0, 3683.0, 3683.001, 4352.0, 4835.0]"
776,777,"[5.0, 5.0, 5.0, 5.0, 1.0, 5.0]","[2702, 3549, 4797, 4952, 4516, 2371]","[4429.0, 4429.001, 4429.002, 4429.003, 4751.0, 4751.001]"
777,778,"[4.0, 5.0, 5.0, 5.0, 5.0]","[4780, 1058, 1058, 135, 2396]","[4566.0, 4816.0, 4816.001, 4816.002, 4847.0]"
778,779,"[5.0, 5.0, 5.0, 4.0, 5.0]","[4066, 1978, 4800, 4112, 4999]","[3035.0, 3035.001, 3318.0, 4160.0, 4592.0]"
779,780,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3308, 159, 510, 2332, 2540, 3127, 3002, 2710]","[3318.0, 3318.001, 3318.002, 3318.003, 3318.004, 3318.005, 3318.006, 3318.007]"
780,781,"[5.0, 3.0, 3.0, 5.0, 3.0, 5.0, 5.0]","[2025, 1198, 1198, 827, 486, 1641, 111]","[2865.0, 3495.0, 3495.001, 3495.002, 3495.003, 3623.0, 3927.0]"
781,782,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3308, 3127, 159, 510, 2332, 3002, 2710, 2540]","[3447.0, 3447.001, 3447.002, 3447.003, 3447.004, 3447.005, 3447.006, 3447.007]"
782,783,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[2540, 3002, 3127, 3308, 2332, 159, 2710, 510]","[3269.0, 3269.001, 3269.002, 3269.003, 3269.004, 3269.005, 3269.006, 3269.007]"
783,784,"[5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 1.0, 3.0, 4.0]","[1198, 486, 1198, 2211, 3408, 3466, 2627, 3470, 3013]","[3483.0, 3483.001, 3483.002, 3997.0, 4178.0, 4417.0, 4634.0, 4637.0, 4697.0]"
784,785,"[5.0, 5.0, 5.0, 5.0, 1.0]","[2390, 135, 1058, 1058, 2698]","[4498.0, 4510.0, 4510.001, 4510.002, 4569.0]"
785,786,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2589, 4310, 4928, 3600, 1626]","[3546.0, 4055.0, 4076.0, 5045.0, 5045.001]"
786,787,"[3.0, 5.0, 1.0, 1.0, 3.0]","[4209, 348, 4679, 1563, 3477]","[4181.0, 4324.0, 4394.0, 4394.001, 4444.0]"
787,788,"[5.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[1705, 1086, 1086, 1088, 1088, 1088, 1088, 1088, 3385, 1088]","[3289.0, 3341.0, 3341.001, 3446.0, 3446.001, 3446.002, 3446.003, 3446.004, 3446.005, 3446.006]"
788,789,"[5.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[651, 650, 1850, 1827, 3338, 4574]","[3720.0, 3720.001, 3720.002, 3720.003, 3720.004, 4041.0]"
789,790,"[5.0, 5.0, 5.0, 5.0, 2.0, 4.0, 5.0, 2.0, 5.0, 4.0, 4.0, 5.0]","[1594, 1595, 3926, 2160, 4968, 2978, 4762, 5337, 5354, 1510, 1746, 494]","[3201.0, 3234.0, 3783.0, 4229.0, 4390.0, 4411.0, 4666.0, 4669.0, 4669.001, 4680.0, 4795.0, 5000.0]"
790,791,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[159, 510, 2332, 2332, 159, 3002, 2540, 2540, 2710, 3002, 2710, 3127, 3127, 3308, 3308, 510]","[3326.0, 3326.001, 3326.002, 3326.003, 3326.004, 3326.005, 3326.006, 3326.007, 3326.008, 3326.009, 3326.01, 3326.011, 3326.012, 3326.013, 3326.014, 3326.015]"
791,792,"[4.0, 5.0, 4.0, 2.0, 3.0, 3.0, 5.0, 3.0]","[4436, 3471, 1746, 3875, 3881, 4966, 4942, 4932]","[3950.0, 4601.0, 4745.0, 4745.001, 4794.0, 4992.0, 5045.0, 5133.0]"
792,793,"[4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 3.0, 5.0, 3.0, 2.0, 4.0, 4.0, 2.0, 4.0, 4.0, 5.0]","[3302, 4046, 3696, 4174, 4723, 4618, 4477, 2159, 5145, 5015, 4755, 2978, 1095, 1095, 4074, 1034, 1034, 2603]","[3593.0, 3682.0, 3811.0, 3954.0, 4044.0, 4085.0, 4130.0, 4239.0, 4268.0, 4275.0, 4390.0, 4401.0, 4450.0, 4450.001, 4555.0, 4622.0, 4622.001, 4755.0]"
793,794,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[5261, 1088, 1088, 1088, 1088, 1087, 1087, 410]","[3277.0, 3277.001, 3277.002, 3282.0, 3282.001, 3635.0, 3635.001, 4018.0]"
794,795,"[4.0, 4.0, 5.0, 4.0, 5.0, 5.0]","[1030, 1030, 119, 746, 2708, 145]","[3477.0, 3477.001, 3477.002, 3486.0, 3748.0, 4336.0]"
795,796,"[4.0, 4.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 4.0]","[156, 155, 161, 160, 1088, 1088, 1088, 1088, 1086, 1086, 1804, 4928]","[3092.0, 3092.001, 3092.002, 3092.003, 3108.0, 3108.001, 3108.002, 3108.003, 3159.0, 3159.001, 3159.002, 4587.0]"
796,797,"[5.0, 1.0, 5.0, 4.0, 4.0]","[4162, 3552, 1706, 1705, 828]","[4108.0, 4108.001, 4108.002, 4109.0, 4109.001]"
797,798,"[3.0, 4.0, 4.0, 5.0, 4.0, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[2939, 903, 903, 3942, 4633, 3705, 4504, 3992, 4848, 4503, 4978, 1623, 5364, 5161, 2538, 4133, 4130, 3875, 3651, 1746, 644, 3233, 3012, 1858]","[3600.0, 3755.0, 3755.001, 3847.0, 4021.0, 4107.0, 4130.0, 4140.0, 4174.0, 4269.0, 4283.0, 4380.0, 4405.0, 4407.0, 4755.0, 4756.0, 4791.0, 4792.0, 4792.001, 4799.0, 4892.0, 4988.0, 5051.0, 5071.0]"
798,799,"[5.0, 5.0, 5.0, 5.0, 5.0]","[747, 119, 1899, 4208, 2709]","[3938.0, 3938.001, 3938.002, 3938.003, 3938.004]"
799,800,"[5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 5.0, 5.0, 5.0, 2.0, 4.0]","[148, 1367, 4304, 2006, 2829, 4679, 2830, 1563, 361, 21, 256, 5199, 289]","[3551.0, 3853.0, 3853.001, 3983.0, 4162.0, 4417.0, 4417.001, 4417.002, 4417.003, 4417.004, 4580.0, 4819.0, 5019.0]"
800,801,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 1.0, 4.0, 1.0, 3.0, 1.0, 5.0, 4.0, 2.0, 5.0, 4.0, 4.0, 3.0, 3.0]","[2869, 3805, 3063, 3635, 4525, 4527, 1403, 2538, 1893, 4454, 4224, 3838, 3586, 3466, 5382, 839, 3746, 4130, 504, 5017, 1338, 2817]","[3599.0, 3621.0, 3621.001, 3957.0, 4032.0, 4042.0, 4132.0, 4139.0, 4155.0, 4286.0, 4378.0, 4381.0, 4384.0, 4392.0, 4408.0, 4504.0, 4651.0, 4744.0, 4803.0, 4803.001, 5043.0, 5064.0]"
801,802,"[5.0, 3.0, 5.0, 3.0, 3.0]","[823, 1713, 738, 1852, 4402]","[3209.0, 3303.0, 3303.001, 4318.0, 4318.001]"
802,803,"[2.0, 4.0, 5.0, 4.0, 5.0, 5.0]","[4114, 2927, 3242, 429, 2517, 2906]","[2437.0, 3462.0, 3663.0, 3664.0, 3905.0, 4012.0]"
803,804,"[5.0, 5.0, 5.0, 5.0, 1.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[2049, 1985, 200, 106, 1544, 2795, 106, 200, 1985, 5375]","[3585.0, 3585.001, 4063.0, 4063.001, 4128.0, 4129.0, 4252.0, 4252.001, 4252.002, 5166.0]"
