asin,overall,reviewerID,unixReviewTime
511,"[4.0, 5.0, 5.0, 3.0, 5.0, 1.0, 5.0, 5.0, 3.0, 4.0, 5.0]","[4856, 1773, 3595, 2717, 2717, 4323, 4236, 690, 3248, 4783, 1712]","[15831.0, 15894.0, 15923.0, 16094.0, 16094.0, 16196.0, 16217.0, 16258.0, 16282.0, 16293.0, 16364.0]"
512,"[5.0, 1.0]","[3994, 1569]","[15772.0, 16119.0]"
513,"[5.0, 4.0, 2.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0]","[3338, 250, 2689, 694, 830, 5797, 2916, 4470, 890]","[15676.0, 15750.0, 16097.0, 16373.0, 16695.0, 16828.0, 16882.0, 16952.0, 17535.0]"
514,"[4.0, 5.0]","[2336, 1352]","[15596.0, 16045.0]"
515,"[5.0, 5.0]","[5341, 4205]","[16562.0, 17052.0]"
516,[2.0],[2018],[15686.0]
517,[3.0],[2830],[15768.0]
518,"[5.0, 5.0, 5.0]","[5341, 4878, 1067]","[16562.0, 17115.0, 17348.0]"
519,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[4912, 3384, 423, 2349, 273, 3526, 5101, 3803, 2467, 2905, 4520, 3872, 947, 2079, 1525, 2821, 2422, 1766, 1372, 5020, 2952, 1235, 2277, 319, 3992, 647]","[15505.0, 15766.0, 15890.0, 16205.0, 16335.0, 16361.0, 16391.0, 16410.0, 16442.0, 16569.0, 16747.0, 16772.0, 16791.0, 16803.0, 16909.0, 16990.0, 17006.0, 17029.0, 17044.0, 17069.0, 17094.0, 17179.0, 17286.0, 17354.0, 17444.0, 17475.0]"
520,[5.0],[2092],[16465.0]
521,"[2.0, 5.0, 5.0]","[4967, 3697, 3277]","[16126.0, 16202.0, 17380.0]"
522,[2.0],[3311],[15853.0]
523,"[4.0, 4.0, 5.0, 5.0, 4.0, 3.0, 5.0]","[1326, 2918, 711, 5161, 2265, 2265, 5355]","[14714.0, 15107.0, 16193.0, 16544.0, 16585.0, 16768.0, 17186.0]"
524,"[5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 3.0, 3.0, 5.0, 5.0]","[1294, 963, 4135, 3090, 5345, 5317, 2019, 4183, 4671, 4615]","[13834.0, 14326.0, 15235.0, 15561.0, 16192.0, 16207.0, 16278.0, 16385.0, 16387.0, 17272.0]"
525,"[4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[4117, 199, 1019, 3421, 5026, 3412, 3753]","[16468.0, 16471.0, 16471.0, 16473.0, 16475.0, 16477.0, 16482.0]"
526,"[1.0, 4.0, 4.0, 1.0, 4.0, 2.0, 1.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[755, 5281, 3409, 1416, 5920, 1674, 5438, 1571, 286, 5582, 4430, 1379, 3300, 3978, 3133]","[14299.0, 15965.0, 16009.0, 16012.0, 16123.0, 16126.0, 16203.0, 16245.0, 16268.0, 16309.0, 16383.0, 16412.0, 16482.0, 17487.0, 17531.0]"
527,"[3.0, 3.0, 4.0, 5.0, 4.0]","[329, 1852, 130, 2403, 409]","[15376.0, 15684.0, 16633.0, 16683.0, 16769.0]"
528,"[3.0, 3.0, 5.0, 5.0]","[599, 599, 1937, 1937]","[12961.0, 12961.0, 13398.0, 13509.0]"
529,"[5.0, 5.0, 4.0]","[2006, 2237, 4779]","[15353.0, 15706.0, 16764.0]"
530,[5.0],[555],[16347.0]
531,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[27, 5810, 2939, 770, 5086, 727, 3250]","[15686.0, 15753.0, 16475.0, 16558.0, 16571.0, 17262.0, 17352.0]"
532,"[4.0, 2.0, 5.0, 5.0, 3.0, 5.0, 5.0, 2.0, 5.0, 5.0]","[1915, 1466, 2939, 3247, 4516, 3250, 3634, 2863, 5740, 4618]","[15695.0, 15872.0, 16115.0, 16269.0, 16544.0, 16677.0, 16772.0, 16879.0, 16942.0, 17269.0]"
533,"[5.0, 4.0, 4.0]","[2481, 4646, 2529]","[13276.0, 15767.0, 16131.0]"
534,[1.0],[948],[14187.0]
535,[2.0],[3562],[16466.0]
536,"[5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[253, 51, 1367, 1345, 3684, 3033, 1071, 3701, 535, 2819, 4326, 126, 1837]","[15980.0, 16224.0, 16315.0, 16367.0, 16461.0, 16483.0, 16582.0, 16847.0, 16978.0, 16993.0, 17045.0, 17117.0, 17373.0]"
537,[5.0],[2358],[16574.0]
538,[5.0],[1563],[16544.0]
539,[4.0],[4341],[16509.0]
540,"[5.0, 5.0]","[5475, 605]","[15519.0, 16258.0]"
541,"[5.0, 1.0, 5.0, 2.0, 5.0, 5.0, 5.0, 1.0, 5.0]","[5487, 2918, 1945, 2431, 5750, 1075, 3486, 1356, 4195]","[14118.0, 14897.0, 16377.0, 16677.0, 16804.0, 16823.0, 17260.0, 17352.0, 17405.0]"
542,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0]","[1220, 5048, 4402, 2179, 4622, 5301, 249, 4734, 917, 204, 300, 3990, 508, 2066, 2292, 2805, 2288]","[13978.0, 14124.0, 15760.0, 15871.0, 16645.0, 16826.0, 16848.0, 16925.0, 16979.0, 17108.0, 17140.0, 17156.0, 17375.0, 17607.0, 17613.0, 17617.0, 17658.0]"
543,"[4.0, 5.0, 1.0, 2.0, 5.0]","[5659, 2169, 2939, 2431, 2639]","[14039.0, 15701.0, 16475.0, 16644.0, 17627.0]"
544,"[4.0, 3.0, 4.0, 5.0, 5.0, 5.0]","[958, 3544, 5588, 1364, 5659, 4948]","[15856.0, 16789.0, 17666.0, 17666.0, 17668.0, 17673.0]"
545,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0]","[5140, 4704, 3646, 5685, 3880, 3880, 182, 2320, 674, 3329, 3329, 720, 4630, 2096]","[16147.0, 16251.0, 16334.0, 16490.0, 16691.0, 16691.0, 16727.0, 16731.0, 16818.0, 16828.0, 16828.0, 16864.0, 16893.0, 17344.0]"
546,[5.0],[4006],[17494.0]
547,"[5.0, 3.0]","[5615, 4630]","[16707.0, 16893.0]"
548,[3.0],[1838],[16110.0]
549,"[5.0, 5.0]","[5140, 2911]","[16147.0, 16827.0]"
550,"[4.0, 5.0]","[3424, 2382]","[16198.0, 16331.0]"
551,"[5.0, 2.0, 5.0, 4.0, 3.0, 1.0, 1.0, 3.0, 4.0, 3.0, 4.0, 5.0]","[3195, 3831, 1392, 4017, 4384, 1949, 11, 583, 4161, 1291, 2111, 1364]","[16526.0, 16955.0, 17661.0, 17663.0, 17663.0, 17667.0, 17667.0, 17667.0, 17667.0, 17669.0, 17670.0, 17672.0]"
552,"[5.0, 5.0, 5.0]","[5677, 1593, 1980]","[14137.0, 15370.0, 16390.0]"
553,"[5.0, 1.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0]","[4496, 2005, 3833, 92, 4777, 4995, 3598, 5517, 4832, 1980, 1361, 1495, 3847, 2034, 3545, 532]","[15512.0, 15518.0, 15732.0, 16078.0, 16094.0, 16200.0, 16231.0, 16247.0, 16289.0, 16390.0, 16420.0, 16750.0, 16925.0, 16935.0, 17202.0, 17226.0]"
554,"[5.0, 5.0]","[3859, 669]","[14338.0, 16385.0]"
555,[5.0],[5373],[16430.0]
556,"[5.0, 5.0, 5.0]","[3659, 3213, 3630]","[15814.0, 15970.0, 16553.0]"
557,"[1.0, 5.0, 2.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 2.0, 5.0, 5.0]","[5144, 2687, 4510, 4912, 2257, 5742, 54, 3205, 1674, 4134, 1542, 1830, 5578, 4480, 5488, 3565, 5920, 5510, 4062, 259, 957]","[14806.0, 15231.0, 15364.0, 15515.0, 15749.0, 15807.0, 15821.0, 15853.0, 15975.0, 16033.0, 16316.0, 16554.0, 16590.0, 16611.0, 16612.0, 16800.0, 16836.0, 17023.0, 17053.0, 17161.0, 17242.0]"
558,[5.0],[2170],[16799.0]
559,[5.0],[1593],[16178.0]
560,"[3.0, 5.0, 5.0]","[3591, 2913, 1593]","[15340.0, 15768.0, 15983.0]"
561,"[5.0, 3.0, 5.0, 5.0, 5.0]","[466, 3744, 5299, 2632, 1191]","[16481.0, 16581.0, 17073.0, 17163.0, 17225.0]"
562,[4.0],[3544],[14590.0]
563,[5.0],[762],[16320.0]
564,"[5.0, 5.0]","[5654, 3563]","[13479.0, 14452.0]"
565,[1.0],[5655],[15241.0]
566,"[5.0, 5.0, 5.0, 2.0]","[5654, 5654, 5654, 3090]","[13096.0, 13517.0, 13986.0, 14311.0]"
567,[5.0],[2198],[14411.0]
568,[5.0],[1500],[15050.0]
569,"[5.0, 4.0]","[5654, 5654]","[13666.0, 13986.0]"
570,"[5.0, 5.0]","[5654, 5654]","[13863.0, 14937.0]"
571,"[3.0, 3.0, 1.0, 3.0, 3.0, 5.0, 5.0, 4.0, 3.0, 5.0, 3.0, 3.0, 5.0, 4.0, 4.0, 3.0]","[5790, 317, 5689, 876, 2630, 2932, 2226, 4131, 4955, 1019, 4324, 3115, 867, 2409, 19, 4047]","[16464.0, 16468.0, 16469.0, 16471.0, 16471.0, 16471.0, 16474.0, 16476.0, 16476.0, 16477.0, 16477.0, 16479.0, 16480.0, 16484.0, 16487.0, 16492.0]"
572,"[5.0, 2.0, 4.0, 4.0, 4.0, 5.0]","[1562, 2757, 5437, 2681, 5880, 3384]","[16468.0, 16475.0, 16476.0, 16480.0, 16484.0, 16531.0]"
573,[5.0],[2952],[17316.0]
574,"[5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 4.0]","[5354, 1144, 2713, 2886, 4156, 219, 3771, 695]","[15770.0, 16403.0, 16460.0, 17201.0, 17232.0, 17373.0, 17406.0, 17512.0]"
575,"[1.0, 5.0]","[1356, 3688]","[14394.0, 17107.0]"
576,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0]","[5902, 4175, 4679, 2278, 4595, 3075, 3442, 4675, 853, 5766, 1808, 5545, 844, 1230]","[16380.0, 16410.0, 16427.0, 16583.0, 16627.0, 16941.0, 17053.0, 17132.0, 17148.0, 17176.0, 17282.0, 17342.0, 17351.0, 17388.0]"
577,"[1.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 3.0, 4.0]","[1422, 2824, 5504, 4720, 2435, 2351, 3786, 1626, 1957]","[15722.0, 15911.0, 16079.0, 16218.0, 16268.0, 16576.0, 16638.0, 16655.0, 16816.0]"
578,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0]","[3700, 2167, 2938, 2123, 1145, 729, 1043, 3819, 3669, 1767, 5898, 4682, 4035, 640, 1894, 3526, 5506, 3300, 2349, 5281, 4912, 4726, 3361, 4516, 1183, 273, 1975, 670, 2648, 369, 1012, 5488, 3056, 5216, 1273, 1845, 4126, 3390, 4891, 3419, 2079, 4215, 494, 4520, 2422, 2942, 2954, 841, 1566, 109, 4883, 4962, 1073]","[13046.0, 14559.0, 14947.0, 15218.0, 15390.0, 15601.0, 15701.0, 15708.0, 15710.0, 15712.0, 15754.0, 15759.0, 16051.0, 16059.0, 16070.0, 16074.0, 16129.0, 16148.0, 16205.0, 16221.0, 16225.0, 16259.0, 16261.0, 16270.0, 16335.0, 16344.0, 16375.0, 16393.0, 16455.0, 16520.0, 16541.0, 16612.0, 16625.0, 16632.0, 16636.0, 16652.0, 16699.0, 16740.0, 16780.0, 16786.0, 16815.0, 16909.0, 16943.0, 16960.0, 17006.0, 17047.0, 17141.0, 17220.0, 17356.0, 17552.0, 17555.0, 17598.0, 17658.0]"
579,"[5.0, 2.0, 2.0, 5.0, 3.0, 4.0, 5.0, 5.0, 2.0, 4.0]","[4012, 677, 4897, 4887, 653, 4126, 5882, 4304, 3553, 1157]","[13658.0, 15054.0, 16276.0, 16295.0, 16431.0, 16731.0, 17191.0, 17334.0, 17486.0, 17556.0]"
580,[5.0],[701],[14947.0]
581,"[5.0, 5.0, 5.0]","[1150, 1100, 4061]","[16595.0, 16740.0, 17306.0]"
582,[2.0],[5606],[15782.0]
583,[1.0],[3536],[15695.0]
584,"[5.0, 5.0, 3.0, 3.0]","[4576, 4370, 1126, 2808]","[16414.0, 16949.0, 17285.0, 17636.0]"
585,[5.0],[2153],[17168.0]
586,[5.0],[4331],[16853.0]
587,"[5.0, 3.0, 5.0]","[2840, 2074, 3958]","[16333.0, 16999.0, 17177.0]"
588,"[1.0, 5.0]","[4518, 2056]","[16034.0, 16321.0]"
589,"[5.0, 4.0, 4.0, 5.0]","[1896, 2144, 4373, 2248]","[16375.0, 16847.0, 17470.0, 17474.0]"
590,"[5.0, 5.0, 3.0]","[3562, 4195, 5835]","[16602.0, 17405.0, 17666.0]"
591,"[3.0, 3.0]","[1591, 703]","[16020.0, 17232.0]"
592,"[4.0, 5.0]","[1401, 3468]","[16616.0, 16815.0]"
593,"[1.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0]","[903, 2785, 3330, 2959, 2737, 2550, 16, 5394, 2013, 5750, 1348]","[15029.0, 15030.0, 15590.0, 15851.0, 15947.0, 16292.0, 16357.0, 16505.0, 16853.0, 16976.0, 17012.0]"
594,"[5.0, 4.0, 5.0, 5.0]","[1356, 1958, 3467, 1267]","[15496.0, 15862.0, 16112.0, 16408.0]"
595,"[5.0, 5.0, 3.0, 5.0]","[1356, 1958, 2640, 2913]","[15507.0, 15709.0, 15762.0, 16332.0]"
596,"[1.0, 1.0]","[5606, 3831]","[13621.0, 16900.0]"
597,[5.0],[1579],[16186.0]
598,[5.0],[3128],[17581.0]
599,"[1.0, 2.0]","[840, 4249]","[15935.0, 16812.0]"
600,[5.0],[423],[16279.0]
601,"[5.0, 5.0]","[4412, 828]","[16185.0, 16374.0]"
602,"[4.0, 5.0, 5.0]","[1370, 3997, 911]","[16506.0, 16554.0, 16809.0]"
603,"[5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 5.0, 5.0]","[1117, 4027, 670, 1528, 1975, 4832, 2799, 1649, 1305, 3641, 2604, 2122, 731]","[14218.0, 15306.0, 16061.0, 16108.0, 16230.0, 16289.0, 16482.0, 16627.0, 16869.0, 16918.0, 16939.0, 17070.0, 17160.0]"
604,"[5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0]","[4498, 5557, 4609, 3816, 5193, 1671, 255, 1887, 2835, 4108, 2681, 696, 655, 2932, 4166, 2139, 5437, 2453]","[16847.0, 17152.0, 17160.0, 17163.0, 17164.0, 17165.0, 17165.0, 17169.0, 17170.0, 17170.0, 17171.0, 17172.0, 17173.0, 17176.0, 17178.0, 17190.0, 17197.0, 17220.0]"
605,[4.0],[5394],[16922.0]
606,"[5.0, 4.0, 3.0, 4.0, 4.0, 5.0]","[2938, 2938, 2074, 2293, 2729, 3958]","[15576.0, 15792.0, 16453.0, 17036.0, 17140.0, 17484.0]"
607,[4.0],[4717],[17599.0]
608,[3.0],[5619],[16519.0]
609,[5.0],[2986],[16550.0]
610,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 4.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 3.0, 5.0, 3.0, 4.0, 5.0, 3.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 4.0, 5.0, 1.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 2.0, 4.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 4.0, 5.0, 5.0, 2.0, 3.0, 5.0, 5.0, 5.0, 4.0, 1.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 5.0]","[1447, 5240, 1636, 1636, 1636, 4599, 3776, 3561, 2806, 1427, 1427, 2806, 2898, 2935, 4032, 4070, 2530, 983, 2974, 2974, 226, 226, 5250, 732, 352, 3956, 1623, 1729, 1729, 4529, 4529, 4532, 3102, 2513, 2125, 2125, 1408, 732, 3972, 3972, 3972, 5713, 4800, 4800, 4645, 1912, 1912, 1234, 1234, 1918, 5486, 4005, 4005, 2584, 2530, 5419, 4428, 5650, 4485, 4485, 1465, 2309, 2309, 2309, 859, 3959, 1705, 3492, 3492, 3549, 1400, 2530, 5650, 5579, 5566, 981, 5083, 3242, 3242, 1539, 3858, 236, 1860, 3107, 3107, 5898, 2295, 1284, 1284, 5162, 5575, 4810, 5533, 4984, 4984, 4923, 4923, 5713, 2334, 1623, 5898, 1106, 4235, 666, 666, 666, 3721, 3721, 3146, 3146, 3808, 3808, 626, 956, 889, 498, 498, 498, 498, 498, 498, 1763, 1763, 5019, 5019, 5019, 195, 195, 195, 2213, 4209, 4209, 2755, 2755, 2755, 5625, 3364, 3639, 3639, 5383, 5902, 3836, 4143, 5620, 4265, 2090, 1712, 5845, 872, 4409, 1966, 3272, 4256, 1607, 5396, 1690, 3020, 3158, 5181, 1547, 238, 1941, 4137, 5750, 4687, 2049, 4574, 1003, 117, 1633, 1943, 4293, 5781, 4932, 3905, 825, 3126, 3915, 1554, 824, 897, 110, 3216, 2780, 3667, 3754, 545, 4677, 5430, 4938, 2502, 335, 5723, 5559, 76, 5661, 4215, 5179, 4898, 4398, 4237, 3943, 1128, 3100, 1054, 3007, 4544, 2088, 1049, 3291, 5139, 3585, 5197, 2812, 4196, 5258, 660, 3952]","[13577.0, 13628.0, 16868.0, 16868.0, 16868.0, 16876.0, 16882.0, 16882.0, 16886.0, 16889.0, 16889.0, 16891.0, 16906.0, 16914.0, 16914.0, 16918.0, 16922.0, 16923.0, 16930.0, 16930.0, 16932.0, 16932.0, 16933.0, 16935.0, 16935.0, 16943.0, 16945.0, 16950.0, 16950.0, 16950.0, 16950.0, 16952.0, 16960.0, 16960.0, 16962.0, 16962.0, 16963.0, 16970.0, 16970.0, 16970.0, 16970.0, 16974.0, 16977.0, 16977.0, 16979.0, 16981.0, 16981.0, 16987.0, 16987.0, 16989.0, 16990.0, 16992.0, 16992.0, 16992.0, 16993.0, 17004.0, 17007.0, 17007.0, 17008.0, 17008.0, 17010.0, 17015.0, 17015.0, 17015.0, 17027.0, 17035.0, 17036.0, 17040.0, 17040.0, 17044.0, 17046.0, 17047.0, 17047.0, 17049.0, 17052.0, 17055.0, 17056.0, 17057.0, 17057.0, 17059.0, 17059.0, 17060.0, 17062.0, 17067.0, 17067.0, 17069.0, 17069.0, 17073.0, 17073.0, 17083.0, 17085.0, 17087.0, 17089.0, 17097.0, 17097.0, 17101.0, 17101.0, 17103.0, 17103.0, 17108.0, 17112.0, 17113.0, 17113.0, 17116.0, 17116.0, 17116.0, 17121.0, 17121.0, 17122.0, 17122.0, 17122.0, 17122.0, 17122.0, 17133.0, 17137.0, 17137.0, 17137.0, 17137.0, 17137.0, 17137.0, 17137.0, 17142.0, 17142.0, 17144.0, 17144.0, 17144.0, 17146.0, 17146.0, 17146.0, 17147.0, 17148.0, 17148.0, 17149.0, 17149.0, 17149.0, 17150.0, 17150.0, 17152.0, 17152.0, 17154.0, 17157.0, 17157.0, 17161.0, 17161.0, 17163.0, 17169.0, 17176.0, 17182.0, 17190.0, 17213.0, 17232.0, 17233.0, 17244.0, 17247.0, 17250.0, 17259.0, 17274.0, 17275.0, 17281.0, 17287.0, 17289.0, 17290.0, 17302.0, 17302.0, 17310.0, 17313.0, 17313.0, 17314.0, 17318.0, 17325.0, 17328.0, 17339.0, 17340.0, 17342.0, 17349.0, 17357.0, 17360.0, 17367.0, 17370.0, 17386.0, 17406.0, 17408.0, 17410.0, 17413.0, 17415.0, 17419.0, 17427.0, 17431.0, 17442.0, 17446.0, 17456.0, 17466.0, 17507.0, 17517.0, 17532.0, 17533.0, 17541.0, 17543.0, 17544.0, 17551.0, 17560.0, 17568.0, 17590.0, 17590.0, 17592.0, 17594.0, 17594.0, 17595.0, 17600.0, 17604.0, 17608.0, 17624.0, 17632.0, 17634.0, 17637.0, 17642.0, 17663.0, 17672.0]"
611,"[5.0, 5.0]","[2787, 3435]","[15292.0, 16944.0]"
612,"[5.0, 5.0, 5.0, 5.0, 5.0]","[4213, 4989, 1105, 1536, 4485]","[15453.0, 16230.0, 16494.0, 16774.0, 17008.0]"
613,[5.0],[927],[17646.0]
614,"[4.0, 1.0, 3.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0]","[3370, 536, 3105, 2569, 1634, 3262, 2296, 2298, 1105, 4712]","[15247.0, 15460.0, 15755.0, 15892.0, 15948.0, 16025.0, 16150.0, 16283.0, 16403.0, 16846.0]"
615,"[5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0]","[3576, 4605, 87, 1291, 1509, 5771, 5753, 3201, 5807]","[15078.0, 15144.0, 15200.0, 15977.0, 16038.0, 16118.0, 16367.0, 16575.0, 16597.0]"
616,"[3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 2.0, 5.0, 5.0, 4.0, 5.0]","[775, 4774, 3718, 2426, 1311, 4989, 944, 4665, 3271, 1291, 3327, 3103, 512, 187, 2345, 4409, 1665, 2812]","[15248.0, 15255.0, 15930.0, 16122.0, 16244.0, 16388.0, 16499.0, 16532.0, 16536.0, 16544.0, 16706.0, 16917.0, 16962.0, 16976.0, 17027.0, 17213.0, 17494.0, 17634.0]"
617,"[5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 4.0]","[2835, 1042, 1714, 1058, 382, 4467, 1722]","[13948.0, 16341.0, 16679.0, 16689.0, 16849.0, 16979.0, 17025.0]"
618,"[5.0, 3.0, 5.0, 5.0, 4.0, 4.0]","[2369, 4567, 2645, 5464, 4239, 4659]","[16313.0, 16424.0, 16463.0, 16471.0, 16975.0, 17335.0]"
619,"[4.0, 5.0, 5.0]","[5738, 891, 455]","[16677.0, 16904.0, 16925.0]"
620,"[3.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5292, 1716, 3419, 2374, 2102, 5116, 1192, 3133, 4862, 2208, 5015, 3978]","[16592.0, 16646.0, 16800.0, 16810.0, 16918.0, 16974.0, 17024.0, 17231.0, 17246.0, 17275.0, 17349.0, 17470.0]"
621,"[5.0, 5.0]","[4402, 2829]","[16406.0, 17189.0]"
622,"[1.0, 3.0]","[1306, 221]","[14925.0, 17308.0]"
623,[5.0],[4798],[17118.0]
624,"[5.0, 5.0]","[1379, 555]","[16412.0, 17436.0]"
625,"[3.0, 4.0, 4.0, 1.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 4.0]","[4338, 3204, 1102, 2931, 4558, 3600, 1440, 4613, 3601, 2825, 5773, 4360]","[15744.0, 15933.0, 16110.0, 16337.0, 16442.0, 16569.0, 16710.0, 16766.0, 16956.0, 17227.0, 17245.0, 17426.0]"
626,"[5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 2.0, 2.0, 3.0, 5.0]","[2938, 2468, 3003, 3685, 897, 306, 2343, 4603, 4599, 1270, 4672]","[15833.0, 16414.0, 16657.0, 16704.0, 17055.0, 17266.0, 17413.0, 17487.0, 17498.0, 17561.0, 17628.0]"
627,"[5.0, 4.0, 5.0, 5.0, 5.0, 1.0, 4.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0]","[1767, 4657, 3222, 3222, 536, 233, 169, 5146, 2343, 3372, 3685, 897, 952, 2049, 1105]","[15533.0, 15679.0, 15998.0, 16163.0, 16191.0, 16393.0, 16497.0, 16562.0, 16628.0, 16662.0, 16704.0, 17055.0, 17163.0, 17313.0, 17324.0]"
628,[1.0],[4767],[16241.0]
629,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3452, 4091, 315, 1640, 5283]","[16138.0, 16421.0, 16431.0, 16792.0, 17204.0]"
630,"[5.0, 5.0, 5.0, 1.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0]","[2450, 2466, 3758, 2296, 959, 3221, 3766, 3201, 2431, 5910, 4086]","[16109.0, 16119.0, 16135.0, 16142.0, 16167.0, 16171.0, 16511.0, 16575.0, 16659.0, 16715.0, 16852.0]"
631,[4.0],[4056],[17341.0]
632,"[5.0, 5.0, 5.0]","[1282, 3290, 5301]","[15742.0, 15895.0, 17322.0]"
633,[5.0],[2129],[16960.0]
634,"[5.0, 4.0, 5.0, 5.0]","[1552, 908, 3329, 2129]","[15882.0, 16815.0, 16829.0, 17541.0]"
635,"[5.0, 5.0]","[2395, 4046]","[15251.0, 16518.0]"
636,"[5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0]","[1626, 2452, 4841, 4787, 4286, 3502, 1399]","[16186.0, 16467.0, 16538.0, 16741.0, 17200.0, 17419.0, 17598.0]"
637,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4000, 249, 170, 4935, 3388, 2975]","[16728.0, 16877.0, 16973.0, 17248.0, 17315.0, 17405.0]"
