,reviewerID,overall,asin,unixReviewTime
244,245,"[5.0, 5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0]","[326, 27441, 23480, 32362, 32226, 31788, 25128, 25855, 6283, 171, 14288, 24147]","[6426.0, 6426.001, 6443.0, 6443.001, 6443.002, 6444.0, 6447.0, 6447.001, 6448.0, 6448.001, 6448.002, 6451.0]"
245,246,"[5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[5241, 15912, 4951, 13838, 21313, 3548, 3548, 6064, 6045, 6045, 28224, 29819, 24349, 29961, 6064, 20020, 30310, 29204, 30552, 26764, 21278]","[5460.0, 5562.0, 5564.0, 5564.001, 5589.0, 5653.0, 5653.001, 5849.0, 5849.001, 5849.002, 5849.003, 5849.004, 5849.005, 5849.006, 5849.007, 5849.008, 5982.0, 5982.001, 5982.002, 6123.0, 6278.0]"
246,247,"[1.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0, 4.0]","[14929, 10408, 10762, 23720, 10398, 29245, 15263, 31102, 29243, 10404, 4422, 8262, 6908, 7113, 15948]","[4779.0, 5946.0, 5946.001, 5946.002, 5946.003, 5946.004, 5946.005, 5946.006, 5946.007, 5946.008, 6119.0, 6240.0, 6240.001, 6240.002, 6240.003]"
247,248,"[5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0]","[28915, 5336, 23927, 5336, 18421, 9649, 11375, 21140, 13410, 4814, 18778]","[5858.0, 5858.001, 5858.002, 5858.003, 5858.004, 5858.005, 5858.006, 5858.007, 5858.008, 5858.009, 5858.01]"
248,249,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[482, 9864, 264, 910, 913, 5400, 11203, 14243, 9864, 927, 920, 4141, 7640, 7640, 6434, 6434, 620]","[5559.0, 5559.001, 5559.002, 5559.003, 5559.004, 5559.005, 5559.006, 5559.007, 5559.008, 5865.0, 6019.0, 6051.0, 6215.0, 6215.001, 6222.0, 6222.001, 6464.0]"
249,250,"[5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[9879, 9879, 5009, 5009, 10528, 21307, 4229, 4229, 24277, 26522, 27923, 31841, 32236, 26839, 32278, 32237]","[4695.0, 4695.001, 4695.002, 4695.003, 4835.0, 4848.0, 5014.0, 5014.001, 5090.0, 5278.0, 6035.0, 6187.0, 6244.0, 6244.001, 6244.002, 6244.003]"
250,251,"[5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[27786, 11219, 14440, 29999, 14440, 11219, 31062, 29510, 14329, 30362]","[5751.0, 5751.001, 5751.002, 5752.0, 5752.001, 5752.002, 6035.0, 6035.001, 6059.0, 6059.001]"
251,252,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6343, 6343, 15050, 6923, 8872, 2980, 2980, 3415, 3415, 4807, 16698, 17192, 17227, 17227, 17785, 15065, 5599, 22655, 23237, 8872, 23732, 2948, 7483, 16613, 16493, 8479, 5637, 5702, 5895, 5895, 6430, 6397, 6397, 6923, 8479, 5702, 16707, 5163, 4807, 5019, 5019, 5163, 14596]","[4949.0, 4949.001, 4949.002, 5336.0, 5336.001, 5336.002, 5336.003, 5336.004, 5336.005, 5336.006, 5336.007, 5336.008, 5336.009, 5336.01, 5336.011, 5336.012, 5336.013, 5336.014, 5336.015, 5336.016, 5336.017, 5336.018, 5336.019, 5336.02, 5336.021, 5336.022, 5336.023, 5336.024, 5336.025, 5336.026, 5336.027, 5336.028, 5336.029, 5336.03, 5336.031, 5336.032, 5336.033, 5336.034, 5336.035, 5336.036, 5336.037, 5336.038, 5414.0]"
252,253,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0]","[7455, 7455, 30119, 15289, 16030, 15290, 22594, 24333, 24334, 25229, 24509, 25732, 22968, 24511, 25166, 25733, 29352, 30299, 32734, 8187, 8187]","[4751.0, 4751.001, 4774.0, 4959.0, 4959.001, 4959.002, 5112.0, 5169.0, 5187.0, 5212.0, 5212.001, 5255.0, 5379.0, 5478.0, 5478.001, 5478.002, 5585.0, 6012.0, 6013.0, 6019.0, 6019.001]"
253,254,"[3.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[23489, 8008, 16378, 16381, 24631, 21246, 29302, 21244, 29301, 29303]","[4880.0, 5026.0, 5110.0, 5110.001, 5110.002, 5723.0, 5723.001, 5723.002, 5723.003, 5723.004]"
254,255,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5483, 5996, 5996, 8594, 2520, 12815, 13596, 9346, 22222, 8594, 22749, 23355]","[4868.0, 4868.001, 4868.002, 4868.003, 4868.004, 4868.005, 4868.006, 4868.007, 4868.008, 4868.009, 4967.0, 4967.001]"
255,256,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[21444, 21307, 20464, 19927, 10882, 10411, 7375, 2533, 3174, 8644, 7788, 7788, 8644, 3174, 10839, 15926]","[4942.0, 4942.001, 4942.002, 4942.003, 4942.004, 4942.005, 4942.006, 4942.007, 4942.008, 4942.009, 4942.01, 4942.011, 4942.012, 4942.013, 4977.0, 4977.001]"
256,257,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[22172, 8397, 8397, 13960, 10924, 22113, 19132, 11108, 23237, 23444, 29686, 3074, 24586, 30602, 11624, 28549, 3829, 14613, 11137, 4170, 12504]","[4873.0, 4894.0, 4894.001, 4894.002, 4894.003, 4894.004, 4894.005, 4894.006, 5223.0, 5223.001, 5664.0, 5685.0, 5685.001, 5780.0, 5896.0, 5896.001, 5934.0, 5988.0, 6164.0, 6560.0, 6560.001]"
257,258,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[20165, 21534, 20034, 18927, 16458, 9745, 9745, 1566, 20878, 10214, 24975]","[4808.0, 4808.001, 4808.002, 4808.003, 4808.004, 4808.005, 4808.006, 4808.007, 4808.008, 4823.0, 5325.0]"
258,259,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0]","[24668, 23237, 22238, 16096, 26950, 1485, 4244, 9570, 9570, 4244, 28414]","[5339.0, 5369.0, 5369.001, 5439.0, 5439.001, 5439.002, 5439.003, 5439.004, 5439.005, 5439.006, 5729.0]"
259,260,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6919, 6919, 6941, 6941, 46, 13199, 5612, 5612, 5512, 5512]","[2272.0, 2272.001, 2570.0, 2570.001, 3081.0, 3229.0, 3307.0, 3307.001, 3499.0, 3499.001]"
260,261,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[9095, 9611, 11471, 11737, 11732, 11813, 15004, 15049, 14789, 16143, 12496, 12413, 12283, 14970]","[4736.0, 4736.001, 4736.002, 4736.003, 4736.004, 4736.005, 4736.006, 4736.007, 4736.008, 4736.009, 4736.01, 4736.011, 4736.012, 4736.013]"
261,262,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[15589, 7299, 7299, 28890, 526, 4469, 9359, 9359, 7640, 7640, 19314, 517, 546, 11196, 5422, 18389, 22378, 267, 16578, 14908, 11001, 15635, 561, 566, 923, 10966]","[3998.0, 4208.0, 4208.001, 4350.0, 4540.0, 4700.0, 4773.0, 4773.001, 4857.0, 4857.001, 4861.0, 4903.0, 4922.0, 4942.0, 4992.0, 5088.0, 5117.0, 5162.0, 5217.0, 5266.0, 5631.0, 5851.0, 5899.0, 6228.0, 6326.0, 6680.0]"
262,263,"[1.0, 3.0, 1.0, 3.0, 1.0, 2.0, 3.0, 1.0, 2.0, 3.0, 1.0, 1.0, 1.0, 4.0, 5.0, 5.0, 5.0, 1.0]","[24848, 10289, 11782, 10289, 18826, 12452, 19882, 21464, 22813, 23696, 24256, 24457, 24500, 18898, 21320, 24575, 25718, 21300]","[5399.0, 5399.001, 5399.002, 5399.003, 5399.004, 5399.005, 5399.006, 5399.007, 5399.008, 5399.009, 5399.01, 5399.011, 5399.012, 5399.013, 5399.014, 5399.015, 5399.016, 5399.017]"
263,264,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4061, 1725, 8486, 13719, 10398, 6090, 17106, 17337, 12823, 10270, 9674, 9674, 1024, 28849, 3715, 6090, 9354, 8486, 1222, 8323, 4062, 6911, 6911, 7481, 7481, 7668, 7668, 7778, 7778, 8089, 8089, 6784, 6852, 6779, 6779, 8471, 11854, 4061, 8471, 6784, 11701, 29480, 23954, 5708, 6173, 25098, 13793, 26774, 28342, 27606, 9268, 8077, 27649, 1962, 1894, 19192, 18859, 22520, 23220, 11794, 12904, 18599, 1541, 17967, 17338, 17315, 10491, 1063, 17217, 17214, 14748, 935, 6923]","[5653.0, 5653.001, 5653.002, 5653.003, 5653.004, 5653.005, 5653.006, 5653.007, 5653.008, 5653.009, 5653.01, 5653.011, 5653.012, 5653.013, 5653.014, 5653.015, 5653.016, 5653.017, 5653.018, 5653.019, 5653.02, 5653.021, 5653.022, 5653.023, 5653.024, 5653.025, 5653.026, 5653.027, 5653.028, 5653.029, 5653.03, 5653.031, 5653.032, 5653.033, 5653.034, 5653.035, 5653.036, 5653.037, 5653.038, 5653.039, 5653.04, 5653.041, 5653.042, 5653.043, 5653.044, 5653.045, 5653.046, 5653.047, 5653.048, 5653.049, 5653.05, 5653.051, 5653.052, 5653.053, 5653.054, 5653.055, 5653.056, 5653.057, 5653.058, 5653.059, 5653.06, 5653.061, 5653.062, 5653.063, 5653.064, 5653.065, 5653.066, 5653.067, 5653.068, 5653.069, 5653.07, 5653.071, 5964.0]"
264,265,"[1.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 2.0, 5.0, 1.0, 1.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6597, 6638, 6616, 1080, 6638, 6597, 8794, 5158, 5158, 20079, 7749, 7749, 7751, 7751, 17623, 18898, 6615, 6630, 6630, 6604, 6636, 6636, 6615, 6629, 7029, 7115, 7115, 7476, 7476, 6604, 6629, 7029, 9708, 9708, 16339, 15030, 15029, 4570, 4570, 5089, 5089]","[4571.0, 4571.001, 4571.002, 4571.003, 4571.004, 4571.005, 4571.006, 4671.0, 4671.001, 4712.0, 4712.001, 4712.002, 4712.003, 4712.004, 4712.005, 4712.006, 4745.0, 4745.001, 4745.002, 4745.003, 4745.004, 4745.005, 4745.006, 4745.007, 4745.008, 4745.009, 4745.01, 4745.011, 4745.012, 4745.013, 4745.014, 4745.015, 4802.0, 4802.001, 4802.002, 4925.0, 4925.001, 4925.002, 4925.003, 5079.0, 5079.001]"
265,266,"[5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0]","[14361, 5121, 7817, 11820, 11821, 11824, 14363, 1882, 5121, 2312, 11016, 1380, 1389]","[5356.0, 5356.001, 5356.002, 5356.003, 5356.004, 5356.005, 5356.006, 5356.007, 5356.008, 5356.009, 5356.01, 5356.011, 5356.012]"
266,267,"[4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0]","[12114, 7376, 7376, 7553, 7520, 11014, 3182, 3182, 27093, 20283, 15376, 27095, 17217, 6000, 12462, 5847, 654, 24006, 24007, 9638, 9988, 10651, 5789, 9393, 8724, 10666, 13488, 17636, 17950, 21889, 21910, 21912, 24304, 9638, 9641, 3251, 26801, 3251, 12511, 11643, 11646, 11645, 3250, 20154, 21615, 27097, 27100, 2560, 3240, 3232, 9701, 2412, 7332, 11636, 21612, 15557, 27092, 12937, 6314, 2239, 2227, 8759, 3061, 9521, 3016, 6876, 8574, 15366, 29107, 14527, 11632, 7601, 7601, 4159, 4159, 2388, 28602, 12889, 3042, 22087, 17906, 3050, 16884, 9143, 18723, 18765, 2509, 2378, 2357, 9910, 11130, 5152, 5492, 15181, 9496, 11129, 14222, 11113, 11119, 11102, 11111, 11120, 11112, 4433, 6692, 11503, 11505, 11502, 19770, 3815, 9661, 9634, 9634, 2545, 23481, 27401, 19775, 30850, 14289, 3273, 3317, 11027, 28342, 7255, 7255, 15317, 15574, 16802, 27404, 3486, 3545, 6885, 7075, 7440, 7439, 12358, 16811, 27541, 1948, 3843, 10896, 9731, 11518, 14500, 12352, 30851, 1079, 14297, 15772, 27400, 6463, 5757, 6393, 15705, 11083, 7478, 7481, 25979, 7002, 23478, 25978, 15312, 13081, 11549, 23405, 23689, 23400, 23402, 3380, 4376, 25099, 2669, 25073, 25655, 1191, 21908, 21923, 3829, 31498, 31499, 8935, 1379, 5435, 26477, 16349, 27089, 21872, 15699, 10084, 2487, 7276, 1215, 3662, 4292, 6697, 7762, 6807, 6612, 9562, 6211, 6875, 7293, 7104, 7467, 6668, 1217, 3241, 13946, 3645, 12758, 12658, 4711, 10185, 9609, 9616, 4079, 5016, 1996, 5551, 5739, 6154, 6153, 6095, 9617, 5597, 5516, 5547, 1483, 5480, 24323]","[5354.0, 5354.001, 5354.002, 5369.0, 5369.001, 5369.002, 5379.0, 5379.001, 5380.0, 5380.001, 5380.002, 5380.003, 5389.0, 5389.001, 5459.0, 5459.001, 5459.002, 5472.0, 5472.001, 5472.002, 5472.003, 5472.004, 5472.005, 5472.006, 5472.007, 5472.008, 5472.009, 5472.01, 5472.011, 5472.012, 5472.013, 5472.014, 5472.015, 5472.016, 5472.017, 5533.0, 5533.001, 5533.002, 5533.003, 5548.0, 5548.001, 5548.002, 5548.003, 5548.004, 5548.005, 5548.006, 5548.007, 5548.008, 5548.009, 5548.01, 5548.011, 5548.012, 5548.013, 5548.014, 5548.015, 5548.016, 5548.017, 5556.0, 5556.001, 5569.0, 5569.001, 5595.0, 5595.001, 5595.002, 5595.003, 5616.0, 5630.0, 5630.001, 5639.0, 5646.0, 5646.001, 5646.002, 5646.003, 5646.004, 5646.005, 5665.0, 5679.0, 5697.0, 5697.001, 5707.0, 5707.001, 5728.0, 5728.001, 5739.0, 5749.0, 5749.001, 5767.0, 5767.001, 5784.0, 5784.001, 5784.002, 5799.0, 5799.001, 5799.002, 5799.003, 5799.004, 5799.005, 5809.0, 5809.001, 5809.002, 5809.003, 5819.0, 5819.001, 5865.0, 5910.0, 5910.001, 5910.002, 5910.003, 5963.0, 5971.0, 5987.0, 5987.001, 5987.002, 5991.0, 5998.0, 5998.001, 5998.002, 5998.003, 6015.0, 6022.0, 6022.001, 6046.0, 6074.0, 6074.001, 6074.002, 6074.003, 6074.004, 6074.005, 6074.006, 6074.007, 6074.008, 6074.009, 6074.01, 6074.011, 6074.012, 6074.013, 6074.014, 6074.015, 6074.016, 6092.0, 6092.001, 6110.0, 6110.001, 6110.002, 6110.003, 6110.004, 6110.005, 6110.006, 6110.007, 6110.008, 6110.009, 6110.01, 6110.011, 6110.012, 6110.013, 6127.0, 6127.001, 6198.0, 6198.001, 6198.002, 6198.003, 6222.0, 6225.0, 6225.001, 6225.002, 6225.003, 6240.0, 6240.001, 6240.002, 6240.003, 6240.004, 6240.005, 6240.006, 6250.0, 6435.0, 6462.0, 6462.001, 6462.002, 6509.0, 6509.001, 6526.0, 6526.001, 6526.002, 6526.003, 6526.004, 6526.005, 6555.0, 6678.0, 6678.001, 6678.002, 6678.003, 6678.004, 6678.005, 6678.006, 6710.0, 6710.001, 6710.002, 6710.003, 6710.004, 6710.005, 6710.006, 6710.007, 6710.008, 6710.009, 6710.01, 6710.011, 6710.012, 6710.013, 6710.014, 6710.015, 6710.016, 6710.017, 6710.018, 6710.019, 6710.02, 6710.021, 6710.022, 6710.023, 6710.024, 6710.025, 6710.026, 6710.027, 6710.028, 6710.029, 6710.03, 6710.031, 6710.032, 6710.033, 6710.034, 6748.0]"
267,268,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5250, 24224, 3095, 5417, 5417, 3095, 5250, 1344, 3882, 3882, 4254, 23277, 25814, 17493, 17780, 15200, 25395, 27033, 21238, 24282, 23646, 15048]","[5841.0, 5841.001, 5841.002, 5841.003, 5841.004, 5841.005, 5841.006, 5841.007, 5841.008, 5841.009, 5851.0, 5851.001, 5851.002, 5851.003, 5851.004, 5851.005, 5899.0, 5899.001, 5899.002, 5947.0, 6421.0, 6421.001]"
268,269,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0]","[23712, 17119, 29493, 29494, 17650, 31713, 32362, 30881, 32049, 30918]","[5132.0, 5476.0, 5576.0, 5580.0, 5606.0, 5904.0, 6024.0, 6181.0, 6181.001, 6181.002]"
269,270,"[5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 3.0, 5.0]","[14955, 19631, 21426, 11425, 24467, 24070, 21188, 16441, 12007, 14936, 30127]","[5110.0, 5260.0, 5260.001, 5266.0, 5429.0, 5429.001, 5429.002, 5429.003, 5589.0, 5589.001, 6186.0]"
270,271,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2669, 1666, 5254, 6444, 5417, 5417, 5254, 9799, 9799, 10854, 14031, 14520, 6444, 10031, 14015, 19123, 12203, 14591, 29764]","[4795.0, 4795.001, 4795.002, 4795.003, 4795.004, 4795.005, 4795.006, 4795.007, 4795.008, 4795.009, 4795.01, 4795.011, 4795.012, 4795.013, 5231.0, 5274.0, 5274.001, 5274.002, 5274.003]"
271,272,"[4.0, 5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[35, 12545, 10192, 10192, 9361, 9361, 8009, 8009, 1540, 24562, 23984, 27565, 28346, 29963, 28482, 28873, 29532, 32362, 31883]","[2036.0, 2563.0, 4347.0, 4347.001, 4791.0, 4791.001, 5120.0, 5120.001, 5123.0, 5124.0, 5332.0, 5459.0, 5515.0, 5540.0, 5576.0, 5715.0, 5835.0, 5990.0, 6469.0]"
272,273,"[5.0, 4.0, 5.0, 3.0, 4.0, 3.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 2.0, 5.0, 5.0]","[11661, 18822, 527, 122, 21374, 21145, 21166, 23076, 21148, 24562, 23984, 16024, 22077, 32201, 32319, 31560]","[3956.0, 4292.0, 4649.0, 4691.0, 4691.001, 4691.002, 4692.0, 4698.0, 4698.001, 4712.0, 4994.0, 5252.0, 5370.0, 6007.0, 6008.0, 6686.0]"
273,274,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[16785, 1560, 1229, 15029, 15030, 9177, 9177, 4570, 4570, 9570, 9570, 6002, 6002, 1349, 17620, 16329, 19533, 1348, 21798, 20667]","[4545.0, 4710.0, 4710.001, 4790.0, 4790.001, 4806.0, 4806.001, 4806.002, 4806.003, 4806.004, 4806.005, 4867.0, 4867.001, 5203.0, 5203.001, 5218.0, 5218.001, 5218.002, 5526.0, 5526.001]"
274,275,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[22050, 24127, 22042, 19708, 26179, 13874, 22642, 20874, 29149, 16404, 23824, 26298, 26130, 28788, 26181, 30131, 29717, 17788, 6399]","[4988.0, 5053.0, 5292.0, 5391.0, 5391.001, 5556.0, 5589.0, 5589.001, 5598.0, 5598.001, 5598.002, 5629.0, 5656.0, 5718.0, 5724.0, 5787.0, 6009.0, 6199.0, 6199.001]"
275,276,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1330, 3100, 23180, 19302, 22618, 1351, 648, 13218, 2284, 2199]","[6472.0, 6498.0, 6498.001, 6509.0, 6509.001, 6509.002, 6509.003, 6509.004, 6509.005, 6511.0]"
276,277,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[29344, 13435, 31523, 31848, 31259, 9658, 29548, 32622, 15271, 32653, 32743, 28095, 16997, 26041, 32651, 20733, 30018, 32858, 32100, 28394]","[5653.0, 5748.0, 5899.0, 5970.0, 5994.0, 6023.0, 6023.001, 6036.0, 6036.001, 6068.0, 6090.0, 6117.0, 6224.0, 6257.0, 6269.0, 6269.001, 6278.0, 6325.0, 6328.0, 6331.0]"
277,278,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0]","[29187, 29189, 28844, 25181, 28540, 12428, 31959, 11061, 31107, 32461]","[5601.0, 5609.0, 5646.0, 5646.001, 5701.0, 5912.0, 5981.0, 5981.001, 6043.0, 6116.0]"
278,279,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[24786, 22307, 26177, 26722, 25807, 30300, 12537, 27396, 28886, 5943, 5943]","[5608.0, 5693.0, 5693.001, 5693.002, 5727.0, 5843.0, 5890.0, 5890.001, 5890.002, 6076.0, 6076.001]"
279,280,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[17043, 21035, 15228, 22323, 18977, 22072, 25588, 24715, 26726, 27128, 23427, 28289, 17858, 24379, 24849, 5887]","[4776.0, 4776.001, 4789.0, 4867.0, 4872.0, 5177.0, 5213.0, 5230.0, 5334.0, 5575.0, 5586.0, 5586.001, 5615.0, 5615.001, 5631.0, 6206.0]"
280,281,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0]","[10588, 11364, 9013, 12456, 8245, 21946, 14293, 7938, 7938, 19329, 15725, 21938, 1028]","[5289.0, 5289.001, 5289.002, 5289.003, 5289.004, 5289.005, 5289.006, 5289.007, 5289.008, 5360.0, 5360.001, 5360.002, 5360.003]"
281,282,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0]","[5318, 5318, 22655, 12732, 26621, 1053, 12796, 6640, 3738, 3594, 16404, 14620, 3594, 30353, 30398, 9921]","[4823.0, 4823.001, 4933.0, 4933.001, 5619.0, 5794.0, 6100.0, 6100.001, 6100.002, 6100.003, 6100.004, 6100.005, 6100.006, 6100.007, 6100.008, 6100.009]"
