reviewerID,overall,asin,unixReviewTime
709,"[5.0, 3.0, 5.0, 2.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0]","[1400, 14951, 17011, 15781, 14502, 600, 21034, 24102, 23747, 32219]","[14514.0, 14569.0, 14701.0, 14807.0, 14957.0, 15058.0, 15610.0, 15633.0, 16043.0, 17015.0]"
710,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[16656, 17300, 15927, 13049, 13038, 19002, 18898, 11693, 6650, 6650, 22093, 12931, 27659, 10930, 17996, 30400, 30770, 25863]","[15744.0, 15744.0, 15747.0, 15754.0, 15754.0, 15759.0, 15759.0, 15759.0, 15764.0, 15764.0, 15774.0, 15789.0, 16415.0, 16415.0, 16529.0, 16656.0, 16742.0, 17144.0]"
711,"[5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[3095, 3095, 9652, 9652, 8501, 10375, 18552, 12228, 6923, 6923, 2236, 1685, 6565, 8631, 22934, 26321, 1514, 29409, 25461]","[15404.0, 15404.0, 15543.0, 15543.0, 15649.0, 15694.0, 15694.0, 15724.0, 15724.0, 15724.0, 15829.0, 15844.0, 15926.0, 16012.0, 16038.0, 16231.0, 16518.0, 16565.0, 16839.0]"
712,"[4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[11792, 7314, 5931, 8201, 14150, 5931, 4079, 4079, 626, 6929, 2436, 7314, 12760, 8201, 30486]","[15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0, 15089.0]"
713,"[5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0]","[8432, 14795, 30452, 28195, 31498, 7421, 32102, 3212, 6883, 9599, 29761, 4715, 12894]","[17280.0, 17280.0, 17280.0, 17280.0, 17280.0, 17280.0, 17280.0, 17280.0, 17280.0, 17280.0, 17280.0, 17280.0, 17280.0]"
714,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0]","[9081, 9081, 17304, 24502, 15176, 5357, 6646, 6646, 22251, 5357]","[15915.0, 15915.0, 15915.0, 16388.0, 16388.0, 16413.0, 16413.0, 16413.0, 16413.0, 16413.0]"
715,"[5.0, 5.0, 4.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[23250, 23253, 23773, 22108, 5255, 25350, 23072, 22931, 13347, 13346, 12377, 12376, 29294, 29397, 29364, 30109]","[15953.0, 16143.0, 16143.0, 16228.0, 16228.0, 16228.0, 16228.0, 16228.0, 16228.0, 16228.0, 16228.0, 16228.0, 16632.0, 16657.0, 16657.0, 16751.0]"
716,"[3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 4.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.0]","[17899, 21266, 28867, 26907, 28210, 27875, 27812, 27631, 27413, 26441, 28469, 28850, 29704, 29166, 30470]","[15245.0, 15632.0, 16499.0, 16499.0, 16499.0, 16499.0, 16499.0, 16499.0, 16499.0, 16499.0, 16505.0, 16521.0, 16548.0, 16569.0, 16687.0]"
717,"[5.0, 5.0, 1.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 3.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[9518, 10889, 16902, 6659, 15484, 10020, 15640, 12429, 19997, 21790, 5838, 5838, 11016, 693, 23285, 13582, 1884, 2070, 8631, 9008, 20846, 24103, 1225, 19606, 9552, 25077, 15677, 25453, 24683, 26725, 12907, 3685, 24095, 12402, 25255, 24399, 25645, 27496, 28209, 28054, 27911, 26117, 8513, 14421, 28896, 1586, 14393, 30203, 17688, 30484, 29633, 31153, 30894, 1358, 23302, 14044, 9862, 13798, 19030]","[14335.0, 14335.0, 14489.0, 14633.0, 14698.0, 15228.0, 15266.0, 15267.0, 15661.0, 15832.0, 15856.0, 15856.0, 15871.0, 15881.0, 15922.0, 15922.0, 15922.0, 15922.0, 15922.0, 15942.0, 15942.0, 15991.0, 16028.0, 16043.0, 16043.0, 16078.0, 16209.0, 16210.0, 16252.0, 16273.0, 16286.0, 16309.0, 16332.0, 16429.0, 16431.0, 16439.0, 16451.0, 16468.0, 16468.0, 16468.0, 16468.0, 16486.0, 16641.0, 16641.0, 16641.0, 16665.0, 16698.0, 16730.0, 16730.0, 16730.0, 16745.0, 16777.0, 16796.0, 17001.0, 17188.0, 17188.0, 17271.0, 17544.0, 17701.0]"
718,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7521, 2120, 747, 21685, 1749, 4067, 4067, 4099, 12492, 17973, 12575, 12570, 4099]","[16464.0, 16464.0, 16464.0, 16464.0, 16464.0, 16464.0, 16464.0, 16464.0, 16464.0, 16464.0, 16464.0, 16464.0, 16464.0]"
719,"[3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 1.0, 4.0, 5.0, 1.0, 1.0, 5.0]","[6047, 6047, 5669, 5669, 871, 310, 3798, 3798, 15403, 4628, 4628, 15946, 15106, 16046, 16912, 15106, 17360, 520]","[12475.0, 12475.0, 12822.0, 12822.0, 12844.0, 12921.0, 13626.0, 13626.0, 14691.0, 14820.0, 14820.0, 14824.0, 14845.0, 14928.0, 15019.0, 15034.0, 15051.0, 15376.0]"
720,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[19927, 1336, 5779, 5702, 5702, 3237, 3568, 3237, 5637, 5637, 5014, 5014, 3568]","[15692.0, 15692.0, 15776.0, 15776.0, 15776.0, 15776.0, 15776.0, 15776.0, 15776.0, 15776.0, 15776.0, 15776.0, 15776.0]"
721,"[4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[20153, 22170, 20707, 22171, 17209, 16904, 22427, 12645, 13891, 2506, 7464, 7464]","[15648.0, 15696.0, 15696.0, 15759.0, 15887.0, 15908.0, 15908.0, 15908.0, 16517.0, 16534.0, 16647.0, 16647.0]"
722,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[28471, 28314, 29828, 7746, 28223, 27451, 1885, 14567, 22177, 11109, 11103, 3516, 3516, 11112, 11104, 2980, 30417, 12713, 17398, 7104, 21583, 7104, 13403, 17972, 21951, 2627, 7791, 15866, 3846, 12627, 6640, 6640, 12806, 6380, 14479, 3510, 17020, 12573, 13026, 30594, 7421, 6883, 12409, 12439, 18488, 15837, 4088, 3284, 3284, 5920, 5891, 3301, 2412, 5832, 5635, 5635, 10811, 32465, 32548, 32517, 10814, 3370, 30783, 28661, 30782, 4830, 30290]","[16636.0, 16636.0, 16636.0, 16636.0, 16636.0, 16636.0, 16684.0, 16684.0, 16684.0, 16713.0, 16713.0, 16713.0, 16713.0, 16731.0, 16731.0, 16735.0, 16735.0, 16737.0, 16744.0, 16798.0, 16798.0, 16798.0, 16798.0, 16874.0, 16874.0, 16874.0, 16874.0, 16874.0, 16874.0, 16891.0, 16891.0, 16891.0, 16902.0, 16907.0, 16907.0, 16907.0, 16907.0, 16916.0, 16936.0, 16936.0, 16936.0, 16936.0, 16995.0, 16995.0, 17012.0, 17012.0, 17021.0, 17021.0, 17021.0, 17035.0, 17035.0, 17060.0, 17060.0, 17076.0, 17077.0, 17077.0, 17164.0, 17164.0, 17164.0, 17164.0, 17164.0, 17164.0, 17255.0, 17282.0, 17282.0, 17399.0, 17424.0]"
723,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[10968, 10058, 5700, 5700, 477, 222, 17415, 10509, 273, 13623, 2639, 414, 24380, 15293, 16246, 17608, 11139, 7141, 5666]","[12840.0, 13350.0, 13449.0, 13449.0, 13469.0, 13534.0, 13607.0, 13676.0, 13983.0, 14331.0, 14440.0, 14573.0, 14599.0, 14675.0, 15318.0, 15414.0, 15612.0, 16483.0, 16829.0]"
724,"[4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0]","[18684, 19229, 23022, 28075, 23421, 26841, 26258, 23730, 22099, 28095, 29344, 31846, 32622, 32603, 29970, 11432, 15220, 29629]","[15728.0, 16728.0, 16728.0, 16728.0, 16728.0, 16735.0, 16735.0, 16735.0, 16735.0, 16735.0, 16735.0, 16926.0, 17028.0, 17028.0, 17028.0, 17203.0, 17203.0, 17203.0]"
725,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[18181, 17922, 17396, 16963, 19125, 18655, 18573, 18521, 18490, 18390, 17823, 18473, 18749, 17785]","[17512.0, 17512.0, 17668.0, 17668.0, 17668.0, 17668.0, 17668.0, 17668.0, 17668.0, 17668.0, 17668.0, 17668.0, 17668.0, 17668.0]"
726,"[5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[21901, 28967, 30000, 25922, 17785, 9415, 6739, 5905, 5009, 5009]","[16461.0, 16846.0, 16846.0, 16846.0, 16846.0, 16846.0, 16846.0, 16846.0, 16846.0, 16846.0]"
727,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4960, 11440, 15081, 15162, 15259, 14664, 15396, 14708, 15914, 30226, 16548, 16877, 17618, 20405, 23186, 29025, 29025, 30063]","[14011.0, 14041.0, 14592.0, 14626.0, 14657.0, 14663.0, 14679.0, 14713.0, 14810.0, 14859.0, 14935.0, 14950.0, 15240.0, 15496.0, 16043.0, 16498.0, 16556.0, 16602.0]"
728,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[8135, 1772, 1772, 8135, 7209, 7209, 7817, 7914, 7930, 8808, 8760, 7788, 7788, 8229, 8229]","[16472.0, 16472.0, 16472.0, 16472.0, 16472.0, 16472.0, 16472.0, 16472.0, 16472.0, 16472.0, 16472.0, 16585.0, 16585.0, 16585.0, 16585.0]"
729,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1696, 14854, 19927, 5838, 5838, 10919, 22020, 4344, 5348, 4344, 3324, 3324, 5905, 5905, 23802]","[15891.0, 15891.0, 15983.0, 16560.0, 16560.0, 16560.0, 16569.0, 16588.0, 16588.0, 16588.0, 16588.0, 16588.0, 16602.0, 16602.0, 16846.0]"
730,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1373, 8199, 8199, 11049, 9699, 19625, 25495, 28342, 5232, 23242, 18190, 2920]","[15717.0, 15717.0, 15717.0, 15717.0, 15717.0, 15717.0, 16443.0, 16455.0, 16455.0, 16455.0, 16455.0, 16455.0]"
731,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[24163, 6419, 24862, 23237, 22222, 23876, 17991, 13635, 20131, 13639, 15950, 26800, 26810, 26809, 26089, 21914, 25557, 21955, 20994, 25179, 24794, 24116, 23556, 23555, 17782, 21607, 23184, 3095, 1996, 2312, 2897, 701, 1591, 1514, 1264, 1018, 11807, 11016, 10001, 10001, 8925, 8925, 8798, 8798, 8728, 8728, 8324, 8324, 8032, 8032, 11476, 7904, 12626, 12699, 16842, 16806, 15951, 15172, 12863, 12877, 7904, 20667, 6382, 7073, 7252, 5385, 3095, 6382, 7252, 7815, 7073, 7815, 25021, 27238]","[16019.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16325.0, 16430.0, 16430.0]"
732,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0]","[26647, 26144, 17665, 14049, 27033, 26279, 27299, 23765, 1807, 23478, 11684, 15355, 11866, 8155, 8155, 27365, 30066, 30795]","[16403.0, 16403.0, 16403.0, 16403.0, 16403.0, 16403.0, 16403.0, 16403.0, 16403.0, 16403.0, 16403.0, 16403.0, 16403.0, 16411.0, 16411.0, 16411.0, 16693.0, 16749.0]"
733,"[3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[13073, 4169, 27665, 27033, 18959, 13824, 2416, 1543, 32229, 27774]","[16585.0, 16585.0, 16585.0, 16585.0, 16585.0, 16766.0, 16766.0, 16766.0, 17076.0, 17150.0]"
734,"[5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0]","[5370, 5370, 2983, 19027, 15093, 6647, 5622, 29079, 10672, 10294, 17118, 12823, 5945, 11854, 11383]","[16835.0, 16835.0, 16835.0, 16835.0, 16851.0, 17344.0, 17344.0, 17344.0, 17392.0, 17392.0, 17392.0, 17392.0, 17392.0, 17437.0, 17437.0]"
735,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7113, 7113, 5384, 7467, 7467, 9562, 21731, 9617, 5384, 9562, 9617, 22197, 26207]","[15736.0, 15736.0, 15752.0, 15752.0, 15752.0, 15752.0, 15752.0, 15752.0, 15752.0, 15752.0, 15752.0, 15754.0, 16208.0]"
736,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[16017, 12999, 27184, 10547, 21025, 9039, 13685, 7913, 832, 16837, 13757, 10093]","[16009.0, 16009.0, 17231.0, 17231.0, 17231.0, 17231.0, 17231.0, 17231.0, 17231.0, 17234.0, 17234.0, 17234.0]"
737,"[5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[23410, 23479, 25950, 20496, 12126, 16417, 24542, 16511, 4830, 4831, 4831, 12094]","[16257.0, 16257.0, 16257.0, 16257.0, 16257.0, 16257.0, 16257.0, 16257.0, 16257.0, 16257.0, 16257.0, 16257.0]"
738,"[2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[14506, 8660, 8660, 13046, 19563, 9390, 9325, 13010, 3711, 14435, 3711, 12794]","[15720.0, 15720.0, 15720.0, 15720.0, 15759.0, 15759.0, 15759.0, 15759.0, 15759.0, 15759.0, 15759.0, 15759.0]"
739,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[26047, 4977, 4977, 5160, 8230, 11985, 16371, 4977, 4977, 5370, 4566]","[16540.0, 16915.0, 16915.0, 16915.0, 16915.0, 16915.0, 16915.0, 16915.0, 16915.0, 17308.0, 17343.0]"
740,"[5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[9391, 2335, 4858, 6452, 6452, 13108, 16604, 19154, 9622, 4858, 4490, 12738]","[15830.0, 15830.0, 15830.0, 15830.0, 15830.0, 15830.0, 15830.0, 15830.0, 15830.0, 15830.0, 15830.0, 15870.0]"
741,"[4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[22315, 3173, 8729, 8729, 3173, 7904, 11850, 7670, 21315, 7670, 7904, 5063, 5063, 5064, 5064]","[15898.0, 16248.0, 16248.0, 16248.0, 16248.0, 16248.0, 16248.0, 16248.0, 16248.0, 16248.0, 16248.0, 16371.0, 16371.0, 16371.0, 16371.0]"
742,"[3.0, 1.0, 5.0, 5.0, 2.0, 1.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0]","[29808, 31339, 30690, 31466, 30391, 31542, 31903, 31510, 28261, 32084, 31954, 32272, 32341, 32005, 32402, 32480, 32035, 32457, 32067, 32067, 32005]","[16750.0, 16759.0, 16782.0, 16807.0, 16809.0, 16832.0, 16833.0, 16837.0, 16853.0, 16858.0, 16885.0, 16901.0, 16911.0, 16913.0, 16943.0, 16978.0, 16992.0, 17056.0, 17070.0, 17072.0, 17099.0]"
743,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0]","[1417, 10150, 5063, 10150, 5063, 609, 5426, 5426, 11224, 5080]","[16554.0, 16559.0, 16559.0, 16559.0, 16559.0, 16559.0, 16690.0, 16690.0, 16926.0, 16926.0]"
744,"[5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[23773, 23072, 22905, 22326, 22956, 3377, 24270, 16662, 2560, 24231, 11235, 22419, 18239, 4730, 9617, 9617, 4399, 4399, 3929, 3232, 3232, 3929, 12879, 11443, 23937, 23337, 23148, 14049]","[16057.0, 16057.0, 16057.0, 16057.0, 16057.0, 16057.0, 16069.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16084.0, 16237.0, 16237.0, 16358.0, 16358.0]"
745,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[18959, 21426, 18273, 6771, 13049, 17227, 18272, 9025, 8135, 7206, 6855, 6855, 18270, 8135, 7206]","[15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0, 15751.0]"
746,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[13379, 5946, 24845, 20936, 17161, 14383, 14383, 10971, 4186, 4186, 3321, 2885, 1381, 5163, 5163, 16264, 16964, 18573, 18959, 13108, 14598, 6627]","[15739.0, 15739.0, 15739.0, 15739.0, 15739.0, 15739.0, 15739.0, 15739.0, 15739.0, 15739.0, 15739.0, 15739.0, 15754.0, 15754.0, 15754.0, 15754.0, 15754.0, 15754.0, 15754.0, 15754.0, 16056.0, 16056.0]"
747,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6406, 4003, 4003, 27667, 29270, 17491, 31468, 30524, 5149, 5149]","[16569.0, 16723.0, 16723.0, 16725.0, 16729.0, 16783.0, 16841.0, 16922.0, 16926.0, 16926.0]"
748,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[30969, 27280, 22319, 9785, 29612, 28532, 25488, 3804, 20158, 6909]","[16780.0, 16780.0, 16780.0, 16780.0, 16780.0, 16780.0, 16780.0, 16780.0, 16780.0, 16780.0]"
749,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[31146, 27284, 30360, 31144, 31062, 30865, 30746, 30359, 29799, 29668, 29409, 29285, 29243, 29245, 29164, 28904, 28768, 28437, 27595, 27432, 27433, 27324, 27210, 27153, 27135, 26305, 26306, 31345, 25961, 32304, 30421, 3469, 4474, 9805, 10805, 24163, 25322, 32298, 25500]","[16869.0, 16869.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0, 17178.0]"
750,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[25955, 23018, 3595, 3595, 25236, 28427, 29122, 27785, 29637, 28245, 30536, 25531, 28243, 31992, 32338]","[16374.0, 16388.0, 16388.0, 16388.0, 16470.0, 16487.0, 16555.0, 16555.0, 16585.0, 16655.0, 16655.0, 16655.0, 16655.0, 17025.0, 17309.0]"
751,"[5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2495, 11664, 3070, 4797, 13864, 5978, 5978, 22930, 2712, 12585, 4658, 4658]","[13236.0, 13680.0, 15510.0, 15510.0, 15887.0, 15887.0, 15887.0, 15887.0, 16130.0, 16335.0, 16344.0, 16344.0]"
752,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[18396, 20704, 20592, 20402, 10787, 20947, 16511, 20361, 15774, 21931, 23828, 23410, 21250, 23470, 22805, 22054, 24922, 24689, 31481, 30564, 30292, 30123, 27495, 25755, 25340, 23130, 17769, 30347, 29812, 28668, 31390, 31389, 26193]","[15318.0, 15631.0, 15631.0, 15631.0, 15681.0, 15783.0, 15785.0, 15821.0, 15823.0, 15832.0, 15932.0, 15932.0, 15932.0, 16058.0, 16058.0, 16058.0, 16058.0, 16096.0, 16800.0, 16800.0, 16800.0, 16800.0, 16816.0, 16816.0, 16816.0, 16816.0, 16816.0, 16816.0, 16816.0, 16816.0, 16817.0, 16817.0, 17105.0]"
753,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[28549, 21315, 10972, 27924, 27927, 27928, 27774, 21798, 21631, 21586]","[16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0]"
754,"[4.0, 4.0, 4.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[21222, 24418, 172, 20743, 27109, 4960, 25401, 28794, 28219, 27420, 27052, 29147, 23186, 29568, 28867, 30140, 29748, 30063, 29749, 30104, 30470, 30301, 30302, 26441, 31719, 32012, 30708, 31983, 31268, 32452, 810, 32244, 32674, 31952]","[15689.0, 16037.0, 16069.0, 16071.0, 16366.0, 16428.0, 16473.0, 16523.0, 16534.0, 16540.0, 16551.0, 16559.0, 16602.0, 16602.0, 16620.0, 16626.0, 16626.0, 16630.0, 16642.0, 16668.0, 16668.0, 16717.0, 16787.0, 16813.0, 16856.0, 16880.0, 16897.0, 16923.0, 16924.0, 16968.0, 16973.0, 16986.0, 17052.0, 17069.0]"
