asin,overall,reviewerID,unixReviewTime
4924,"[5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2109, 2109, 7360, 7360, 2031, 2031, 4990, 2970, 7060, 3219, 1587]","[15012.0, 15012.0, 15870.0, 15870.0, 15891.0, 15891.0, 15932.0, 16546.0, 16629.0, 16845.0, 17072.0]"
4925,"[5.0, 5.0]","[2373, 6865]","[16076.0, 17618.0]"
4926,"[4.0, 5.0]","[3668, 6865]","[15978.0, 17627.0]"
4927,"[5.0, 5.0]","[6220, 1111]","[16019.0, 17646.0]"
4928,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7164, 7164, 2618, 2618, 4063, 4063, 1011, 1011]","[15804.0, 15804.0, 15840.0, 15840.0, 15981.0, 15981.0, 15997.0, 15997.0]"
4929,"[5.0, 5.0, 5.0]","[4773, 4126, 6865]","[15961.0, 16362.0, 17618.0]"
4930,[5.0],[4693],[16737.0]
4931,[4.0],[3137],[15814.0]
4932,"[4.0, 5.0, 5.0]","[3743, 1312, 7451]","[16000.0, 16170.0, 16293.0]"
4933,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3770, 3770, 1418, 1418, 7451, 7451, 6484]","[15932.0, 15932.0, 16231.0, 16231.0, 16293.0, 16293.0, 16753.0]"
4934,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0]","[4169, 4169, 2874, 2874, 2031, 2031, 2347, 2347, 961, 961, 4300, 4300, 1272, 1272, 909, 909, 7325, 7325, 2650, 2650, 2294, 2294, 1135, 5547, 4690]","[15712.0, 15712.0, 15822.0, 15822.0, 15891.0, 15891.0, 16283.0, 16283.0, 16302.0, 16302.0, 16306.0, 16306.0, 16384.0, 16384.0, 16399.0, 16399.0, 16653.0, 16653.0, 16684.0, 16684.0, 16837.0, 16837.0, 16853.0, 16945.0, 17457.0]"
4935,"[5.0, 4.0, 5.0]","[1111, 6538, 6539]","[15889.0, 16273.0, 16566.0]"
4936,[5.0],[7325],[16715.0]
4937,[5.0],[1895],[16301.0]
4938,"[5.0, 5.0, 5.0]","[961, 324, 7359]","[16302.0, 16482.0, 16967.0]"
4939,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4974, 4974, 2688, 2688, 1600, 1600, 4586]","[14005.0, 14005.0, 16339.0, 16339.0, 16414.0, 16414.0, 17409.0]"
4940,"[4.0, 5.0, 5.0]","[2109, 5083, 4946]","[15724.0, 16199.0, 16364.0]"
4941,"[4.0, 4.0]","[926, 926]","[15646.0, 16076.0]"
4942,"[5.0, 5.0]","[3453, 6566]","[16056.0, 16649.0]"
4943,"[4.0, 4.0]","[119, 5148]","[17164.0, 17183.0]"
4944,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 1.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 5.0]","[5289, 5289, 1417, 1417, 1929, 1929, 6574, 6574, 1735, 1735, 6824, 6824, 7203, 7203, 6169, 6169, 5639, 5639, 5903, 5903, 2633, 2633, 945, 945, 5257, 5257, 309, 309, 1758, 1758, 6998, 6998, 2022, 2022, 1568, 1568, 3574, 3574, 6022, 6022, 6937, 6937, 1651, 1651, 4830, 201, 3666, 1196]","[15735.0, 15735.0, 15766.0, 15766.0, 15778.0, 15778.0, 15879.0, 15879.0, 15907.0, 15907.0, 15955.0, 15955.0, 16048.0, 16048.0, 16156.0, 16156.0, 16165.0, 16165.0, 16168.0, 16168.0, 16188.0, 16188.0, 16233.0, 16233.0, 16303.0, 16303.0, 16432.0, 16432.0, 16527.0, 16527.0, 16627.0, 16627.0, 16812.0, 16812.0, 16894.0, 16894.0, 16933.0, 16933.0, 16938.0, 16938.0, 16948.0, 16948.0, 17051.0, 17051.0, 17284.0, 17503.0, 17572.0, 17654.0]"
4945,"[5.0, 5.0, 5.0, 5.0]","[4832, 4832, 4836, 203]","[15671.0, 15671.0, 16609.0, 16943.0]"
4946,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7213, 7213, 5939, 5939, 4836, 4836, 3933, 3933, 1523, 1818]","[16398.0, 16398.0, 16433.0, 16433.0, 16603.0, 16603.0, 16905.0, 16905.0, 17008.0, 17542.0]"
4947,"[5.0, 5.0]","[6736, 6736]","[16307.0, 16307.0]"
4948,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[4699, 4699, 42, 42, 4832, 4832, 7041, 7041, 2395, 2395, 4979, 4979, 5752, 5752, 120, 120, 5776, 5776, 4693, 4693, 767, 767, 1363, 1363, 7358, 7358, 2779, 6161, 22]","[15406.0, 15406.0, 15664.0, 15664.0, 15671.0, 15671.0, 15691.0, 15691.0, 15732.0, 15732.0, 16219.0, 16219.0, 16327.0, 16327.0, 16435.0, 16435.0, 16570.0, 16570.0, 16737.0, 16737.0, 16810.0, 16810.0, 16962.0, 16962.0, 17144.0, 17144.0, 17163.0, 17197.0, 17530.0]"
4949,[5.0],[7367],[16310.0]
4950,"[5.0, 5.0, 5.0]","[2600, 7081, 5421]","[15482.0, 16012.0, 16763.0]"
4951,"[5.0, 5.0, 3.0, 4.0]","[1041, 1041, 246, 1094]","[15352.0, 15352.0, 16520.0, 16615.0]"
4952,"[5.0, 5.0, 3.0, 3.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0]","[7323, 7323, 7308, 7308, 6087, 6087, 5681, 5681, 804, 804, 2651, 2651, 2004, 2004, 1148, 1148, 4439, 4439, 6288, 6288, 4090, 4090, 5648]","[12153.0, 12153.0, 12320.0, 12320.0, 12322.0, 12322.0, 12384.0, 12384.0, 12514.0, 12514.0, 12535.0, 12535.0, 12570.0, 12570.0, 13602.0, 13602.0, 14360.0, 14360.0, 15207.0, 15207.0, 16100.0, 16100.0, 16950.0]"
4953,"[5.0, 5.0]","[5843, 6034]","[16110.0, 16918.0]"
4954,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0]","[7290, 7290, 6196, 352, 2890, 3630, 5558, 2408]","[15641.0, 15641.0, 16080.0, 16399.0, 16417.0, 16422.0, 16774.0, 17552.0]"
4955,[5.0],[5784],[16434.0]
4956,"[5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0]","[4320, 4320, 2502, 2502, 3826, 3826, 1003]","[14637.0, 14637.0, 15668.0, 15668.0, 16065.0, 16065.0, 16195.0]"
4957,"[5.0, 5.0, 5.0]","[1939, 5652, 6274]","[16358.0, 16435.0, 16878.0]"
4958,"[5.0, 5.0, 4.0, 4.0, 5.0, 5.0]","[4320, 4320, 3826, 3826, 1003, 1738]","[14431.0, 14431.0, 16065.0, 16065.0, 16195.0, 16454.0]"
4959,"[5.0, 5.0]","[1003, 4603]","[16183.0, 16674.0]"
4960,"[5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[5154, 5154, 4613, 4613, 1492, 1492, 727, 754]","[13033.0, 13033.0, 13046.0, 13046.0, 13047.0, 13047.0, 14011.0, 16428.0]"
4961,[4.0],[584],[16121.0]
4962,[3.0],[2172],[15996.0]
4963,"[5.0, 4.0, 5.0]","[2138, 934, 6423]","[12999.0, 13278.0, 16154.0]"
4964,"[5.0, 5.0]","[3782, 6151]","[16276.0, 17407.0]"
4965,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1017, 1017, 3445, 3445, 7158, 1514]","[15664.0, 15664.0, 15765.0, 15765.0, 16133.0, 16573.0]"
4966,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7254, 7254, 4597, 4597, 4289, 4289, 6720, 6720, 5471, 5471, 1782, 1782, 2262, 2262, 358, 358, 4431, 4431, 4920, 4920, 2890, 2890, 3768, 2261, 3168]","[15694.0, 15694.0, 15717.0, 15717.0, 15989.0, 15989.0, 16015.0, 16015.0, 16289.0, 16289.0, 16479.0, 16479.0, 16560.0, 16560.0, 16631.0, 16631.0, 16766.0, 16766.0, 16802.0, 16802.0, 16812.0, 16812.0, 16965.0, 17029.0, 17136.0]"
4967,"[5.0, 5.0, 5.0]","[5047, 2038, 2850]","[14881.0, 15705.0, 17230.0]"
4968,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[4197, 4197, 5606, 5606, 6070, 6070, 4569, 4569, 5355, 5355, 7181, 7181, 7269, 7269, 3174, 3174, 4647, 4647, 2007, 2007, 1209, 1209, 5203, 5203, 1364, 1364, 6183, 4788, 3648, 1121, 372, 1218, 6501, 1863]","[15667.0, 15667.0, 15672.0, 15672.0, 15685.0, 15685.0, 15746.0, 15746.0, 16066.0, 16066.0, 16420.0, 16420.0, 16432.0, 16432.0, 16467.0, 16467.0, 16473.0, 16473.0, 16500.0, 16500.0, 16655.0, 16655.0, 16669.0, 16669.0, 16933.0, 16933.0, 16950.0, 17027.0, 17061.0, 17111.0, 17150.0, 17275.0, 17543.0, 17548.0]"
4969,"[5.0, 5.0, 4.0, 4.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 4.0, 5.0, 5.0]","[4832, 4832, 6958, 6958, 3290, 3290, 5726, 5726, 6344, 6344, 4647, 3984, 1248, 1364, 3648, 2139, 1268]","[15671.0, 15671.0, 15760.0, 15760.0, 16068.0, 16068.0, 16294.0, 16294.0, 16353.0, 16353.0, 16476.0, 16736.0, 16898.0, 16933.0, 17061.0, 17100.0, 17213.0]"
4970,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[546, 546, 765, 765, 2276, 2276, 4880, 4880, 5929, 5929, 3056, 3056, 1275, 1275, 6810, 3553]","[16317.0, 16317.0, 16370.0, 16370.0, 16382.0, 16382.0, 16407.0, 16407.0, 16464.0, 16464.0, 16529.0, 16529.0, 16586.0, 16586.0, 17167.0, 17185.0]"
4971,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0]","[1085, 1085, 4938, 4938, 502, 502, 4805, 4805, 3630, 3630, 3074, 3074, 1514, 1514, 2890, 2890, 7431, 7431, 74, 74, 3682, 3682, 4955, 4955, 3682, 3682, 3978, 3978, 6405, 6405, 2239, 2239, 177, 177, 5929, 5929, 6145, 6145, 3253, 3253, 2209, 5198, 5198, 2209, 416, 416, 5884, 5884, 6977, 6977, 5411, 5411, 115, 115, 6380, 6380, 5552, 5552, 698, 201, 4606]","[14410.0, 14410.0, 15241.0, 15241.0, 16034.0, 16034.0, 16377.0, 16377.0, 16422.0, 16422.0, 16531.0, 16531.0, 16573.0, 16573.0, 16805.0, 16805.0, 16913.0, 16913.0, 16916.0, 16916.0, 16918.0, 16918.0, 16918.0, 16918.0, 16918.0, 16918.0, 16920.0, 16920.0, 16929.0, 16929.0, 16933.0, 16933.0, 16944.0, 16944.0, 16960.0, 16960.0, 16966.0, 16966.0, 16973.0, 16973.0, 16976.0, 16976.0, 16976.0, 16976.0, 16977.0, 16977.0, 16977.0, 16977.0, 16995.0, 16995.0, 17000.0, 17000.0, 17064.0, 17064.0, 17064.0, 17064.0, 17088.0, 17088.0, 17214.0, 17503.0, 17676.0]"
4972,"[5.0, 5.0, 4.0, 5.0]","[1450, 1450, 4625, 5199]","[15749.0, 15749.0, 16601.0, 17600.0]"
4973,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 4.0, 4.0, 5.0, 4.0]","[7133, 7133, 7340, 7340, 546, 546, 4322, 4322, 6582, 6582, 5729, 5729, 4415, 4415, 4546, 4546, 5142, 5142, 942, 942, 5875, 5875, 5732, 5732, 2022, 2022, 1285, 1285, 3070, 3070, 7270, 7270, 7265, 7265, 6282, 6282, 3062, 3062, 6509, 6509, 4269, 4269, 197, 197, 906, 906, 1681, 4203]","[16231.0, 16231.0, 16312.0, 16312.0, 16317.0, 16317.0, 16358.0, 16358.0, 16358.0, 16358.0, 16393.0, 16393.0, 16414.0, 16414.0, 16484.0, 16484.0, 16692.0, 16692.0, 16743.0, 16743.0, 16749.0, 16749.0, 16820.0, 16820.0, 16893.0, 16893.0, 16939.0, 16939.0, 16949.0, 16949.0, 16986.0, 16986.0, 17068.0, 17068.0, 17107.0, 17107.0, 17124.0, 17124.0, 17259.0, 17259.0, 17267.0, 17267.0, 17322.0, 17322.0, 17418.0, 17418.0, 17655.0, 17671.0]"
4974,"[5.0, 5.0]","[535, 2163]","[16019.0, 16806.0]"
4975,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[5206, 5206, 6477, 6477, 4996, 4996, 1033, 1033, 7146, 7146, 7062, 7062, 4637, 4637, 511, 511, 6661, 3650, 1537, 5060]","[15684.0, 15684.0, 15688.0, 15688.0, 15742.0, 15742.0, 15886.0, 15886.0, 16346.0, 16346.0, 16455.0, 16455.0, 16661.0, 16661.0, 16781.0, 16781.0, 16924.0, 16958.0, 17200.0, 17244.0]"
4976,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0]","[969, 969, 5206, 5206, 6344, 6344, 1782, 1782, 1008, 1008, 4637, 4637, 6661, 1537, 7407]","[14233.0, 14233.0, 15684.0, 15684.0, 16211.0, 16211.0, 16479.0, 16479.0, 16650.0, 16650.0, 16661.0, 16661.0, 16924.0, 17200.0, 17284.0]"
4977,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0]","[812, 812, 5954, 5954, 1353, 1353, 4666, 4666, 6765, 6765, 4184, 4184, 2704, 2704, 5037, 5037, 7269, 7269, 1017, 1017, 4108, 4108, 4630, 4630, 2022, 2022, 1656, 1656, 739, 739, 739, 739, 1027, 341, 5353, 4692, 1404, 2715]","[15710.0, 15710.0, 15741.0, 15741.0, 15742.0, 15742.0, 15761.0, 15761.0, 16118.0, 16118.0, 16369.0, 16369.0, 16408.0, 16408.0, 16413.0, 16413.0, 16432.0, 16432.0, 16535.0, 16535.0, 16550.0, 16550.0, 16739.0, 16739.0, 16860.0, 16860.0, 16875.0, 16875.0, 16915.0, 16915.0, 16915.0, 16915.0, 16987.0, 16991.0, 16994.0, 17130.0, 17212.0, 17624.0]"
4978,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[1123, 1123, 2513, 2513, 1120, 1120, 793, 793, 3903, 3903, 6528, 6528, 1481, 1481, 445, 445, 2172, 2172, 3797, 3797, 187, 187, 5138, 5138, 1930, 1930, 629, 629, 4540, 4876, 1099]","[14768.0, 14768.0, 16306.0, 16306.0, 16311.0, 16311.0, 16316.0, 16316.0, 16323.0, 16323.0, 16388.0, 16388.0, 16459.0, 16459.0, 16505.0, 16505.0, 16540.0, 16540.0, 16556.0, 16556.0, 16749.0, 16749.0, 16772.0, 16772.0, 16835.0, 16835.0, 16909.0, 16909.0, 17185.0, 17305.0, 17496.0]"
4979,"[3.0, 3.0, 3.0, 4.0]","[7200, 7200, 1481, 3170]","[15685.0, 15685.0, 16459.0, 16563.0]"
4980,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1365, 1365, 5340, 5340, 537, 537, 7066, 7066, 230, 230, 3652, 3652, 5905, 5905, 124, 5246]","[15683.0, 15683.0, 15694.0, 15694.0, 15823.0, 15823.0, 16066.0, 16066.0, 16225.0, 16225.0, 16259.0, 16259.0, 16279.0, 16279.0, 16872.0, 17073.0]"
4981,"[5.0, 5.0, 5.0, 5.0]","[6000, 6000, 986, 986]","[16507.0, 16507.0, 16918.0, 16918.0]"
4982,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2826, 2826, 3230, 6270, 4816, 4237]","[16918.0, 16918.0, 16959.0, 16964.0, 16999.0, 17144.0]"
4983,"[5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[762, 762, 7391, 7391, 7119, 7119, 5303, 5303, 1158, 1158, 6071, 6071, 6684, 6684, 4427, 4427, 6920, 6920, 6977, 6977, 2227, 2227, 4816, 4816, 5411, 5411, 4237, 1517]","[15323.0, 15323.0, 15780.0, 15780.0, 16129.0, 16129.0, 16433.0, 16433.0, 16914.0, 16914.0, 16920.0, 16920.0, 16947.0, 16947.0, 16959.0, 16959.0, 16987.0, 16987.0, 16995.0, 16995.0, 16998.0, 16998.0, 16999.0, 16999.0, 17000.0, 17000.0, 17169.0, 17301.0]"
4984,"[5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[7460, 7460, 3667, 3667, 581, 581, 7066, 7066, 5344, 5344, 3773, 330, 7337, 2083]","[15694.0, 15694.0, 15700.0, 15700.0, 15744.0, 15744.0, 16093.0, 16093.0, 16222.0, 16222.0, 16755.0, 16815.0, 16840.0, 16959.0]"
4985,"[4.0, 4.0, 5.0, 5.0, 4.0, 5.0]","[6769, 6769, 3080, 4568, 2083, 3650]","[14579.0, 14579.0, 15987.0, 16719.0, 16777.0, 17116.0]"
4986,"[5.0, 5.0, 4.0]","[3410, 6257, 1772]","[16080.0, 16635.0, 16976.0]"
4987,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0]","[3098, 3098, 6070, 6070, 7275, 7275, 3290, 3290, 6196, 6196, 6344, 6593, 6593, 6344, 3668, 3668, 6382, 6382, 1738, 1738, 1481, 1481, 2262, 2262, 1209, 1209, 1352, 1352, 3984, 3984, 1229, 1229, 196, 196, 3648, 3648, 5895, 5512, 3099, 2129, 478]","[13948.0, 13948.0, 15685.0, 15685.0, 15866.0, 15866.0, 16068.0, 16068.0, 16088.0, 16088.0, 16353.0, 16353.0, 16353.0, 16353.0, 16382.0, 16382.0, 16440.0, 16440.0, 16454.0, 16454.0, 16459.0, 16459.0, 16560.0, 16560.0, 16655.0, 16655.0, 16684.0, 16684.0, 16736.0, 16736.0, 16758.0, 16758.0, 16938.0, 16938.0, 17061.0, 17061.0, 17159.0, 17201.0, 17269.0, 17374.0, 17425.0]"
4988,"[2.0, 2.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 3.0, 1.0, 1.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[5914, 5914, 6953, 6953, 4996, 4996, 6858, 6858, 903, 903, 2435, 2435, 4484, 4484, 7066, 7066, 7410, 7410, 5278, 5278, 1988, 1988, 1674, 1674, 6475, 6475, 805, 805, 6760, 6760, 4913, 4913, 5203, 5203, 78, 78, 1691, 1691, 4553, 4553, 1229, 1229, 1801, 2037, 2985, 5512, 478, 4654]","[15701.0, 15701.0, 15755.0, 15755.0, 15835.0, 15835.0, 15891.0, 15891.0, 15898.0, 15898.0, 15904.0, 15904.0, 16009.0, 16009.0, 16066.0, 16066.0, 16167.0, 16167.0, 16271.0, 16271.0, 16307.0, 16307.0, 16340.0, 16340.0, 16396.0, 16396.0, 16424.0, 16424.0, 16567.0, 16567.0, 16572.0, 16572.0, 16669.0, 16669.0, 16675.0, 16675.0, 16705.0, 16705.0, 16756.0, 16756.0, 16758.0, 16758.0, 16926.0, 17101.0, 17109.0, 17109.0, 17425.0, 17514.0]"
4989,"[4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[3098, 3098, 6769, 6769, 4569, 4569, 7399, 7399, 1002, 1002, 2193, 2193, 208, 208, 675, 675, 4256, 4256, 5726, 5726, 1913, 1913, 6593, 6593, 4337, 4337, 6749, 6749, 7181, 7181, 1683, 1683, 3065, 3065, 2262, 2262, 1209, 1209, 3157, 3157, 1237, 1237, 1229, 1229, 5839, 5839, 5262, 5262, 2763, 2763, 4788, 4788, 372, 1218, 186, 1863, 612]","[13944.0, 13944.0, 14125.0, 14125.0, 15746.0, 15746.0, 15816.0, 15816.0, 15916.0, 15916.0, 16015.0, 16015.0, 16022.0, 16022.0, 16230.0, 16230.0, 16284.0, 16284.0, 16294.0, 16294.0, 16343.0, 16343.0, 16353.0, 16353.0, 16365.0, 16365.0, 16371.0, 16371.0, 16420.0, 16420.0, 16460.0, 16460.0, 16506.0, 16506.0, 16560.0, 16560.0, 16655.0, 16655.0, 16656.0, 16656.0, 16679.0, 16679.0, 16758.0, 16758.0, 16815.0, 16815.0, 16835.0, 16835.0, 17044.0, 17044.0, 17065.0, 17065.0, 17150.0, 17275.0, 17335.0, 17548.0, 17675.0]"
4990,"[5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4666, 4666, 1674, 1674, 903, 903, 5467, 5467, 341, 341, 1229, 6345, 3364, 5512]","[15768.0, 15768.0, 15818.0, 15818.0, 15898.0, 15898.0, 16398.0, 16398.0, 16716.0, 16716.0, 16758.0, 16800.0, 17272.0, 17289.0]"
4991,"[5.0, 4.0, 5.0]","[4666, 2716, 6685]","[15768.0, 17213.0, 17632.0]"
4992,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6622, 6622, 3982, 3982, 903, 903, 1229, 1352, 1801, 5512]","[15669.0, 15669.0, 15812.0, 15812.0, 15898.0, 15898.0, 16758.0, 16870.0, 16926.0, 17201.0]"
4993,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[3098, 3098, 4719, 4719, 1071, 1071, 3806, 3806, 7244, 7244, 2978, 2978, 2130, 2130, 3498, 3498, 3286, 983, 5108, 6509, 4353, 5346]","[13963.0, 13963.0, 14283.0, 14283.0, 15819.0, 15819.0, 15865.0, 15865.0, 15976.0, 15976.0, 16325.0, 16325.0, 16760.0, 16760.0, 16851.0, 16851.0, 17101.0, 17126.0, 17200.0, 17259.0, 17299.0, 17375.0]"
4994,"[3.0, 5.0, 2.0]","[4569, 1322, 1073]","[15746.0, 15986.0, 17173.0]"
4995,"[1.0, 1.0, 5.0, 4.0, 5.0]","[3098, 3098, 7250, 2163, 4788]","[13942.0, 13942.0, 16629.0, 16811.0, 17437.0]"
4996,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[389, 389, 7058, 7058, 3142, 3142, 3092, 3092, 498, 498, 1281, 1015, 5502, 4209, 4083]","[15788.0, 15788.0, 15798.0, 15798.0, 16436.0, 16436.0, 16451.0, 16451.0, 16486.0, 16486.0, 16515.0, 16571.0, 16898.0, 16925.0, 17167.0]"
4997,"[5.0, 5.0, 4.0, 4.0, 3.0, 5.0, 5.0]","[6289, 6289, 2415, 2415, 7149, 3691, 2744]","[16416.0, 16416.0, 16425.0, 16425.0, 16674.0, 16906.0, 17366.0]"
4998,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3278, 3278, 6822, 6822, 2502, 2502, 1706, 1706, 5593, 5593, 1934, 1934, 3609, 2358, 6786, 47, 1104, 457]","[14713.0, 14713.0, 15917.0, 15917.0, 15946.0, 15946.0, 16039.0, 16039.0, 16586.0, 16586.0, 16817.0, 16817.0, 17008.0, 17128.0, 17298.0, 17306.0, 17309.0, 17325.0]"
